#,Name,Team,IP,wFA/C,wFC/C,wFS/C,wSI/C,wCH/C,wSL/C,wCU/C,wCS/C,wKN/C,wSB/C,Year,YearDate
252,Kris Bubic,KCR,130.0,0.68, , , ,-0.30, ,-1.62, , , ,2021.0,2021-01-01
253,Matt Foster,CHW,39.0,0.67,-10.37, , ,-4.11,0.67, , , , ,2021.0,2021-01-01
254,Drew Pomeranz,SDP,25.2,0.67, , , , , ,2.71, , , ,2021.0,2021-01-01
255,Nate Jones,- - -,19.0,0.66, , ,-14.74,-18.55,-2.43, , , , ,2021.0,2021-01-01
256,Nick Wittgren,CLE,62.1,0.66,-0.18, , ,-1.53,-1.53, , , , ,2021.0,2021-01-01
257,Scott Barlow,KCR,74.1,0.65, , ,6.59, ,0.56,1.70, , , ,2021.0,2021-01-01
258,Corey Kluber,NYY,80.0,0.64,0.66, ,-2.47,1.85,1.43, , , , ,2021.0,2021-01-01
259,Eduard Bazardo,BOS,3.0,0.64, ,-3.58, , , ,2.79, , , ,2021.0,2021-01-01
260,Tyler Duffey,MIN,62.1,0.63, , ,-2.02, , ,1.93,-2.21, , ,2021.0,2021-01-01
261,Hunter Strickland,- - -,58.2,0.63, , ,2.02,0.35,0.56, , , , ,2021.0,2021-01-01
262,Duane Underwood Jr.,PIT,72.2,0.62,-1.57, ,-4.37,-0.34, ,0.15, , , ,2021.0,2021-01-01
263,Chris Bassitt,OAK,157.1,0.62,0.15, ,1.66,1.09,1.13,1.08, , , ,2021.0,2021-01-01
264,Hector Santiago,SEA,26.1,0.61, , ,-2.93,-1.00,-0.89,-5.13, , ,0.07,2021.0,2021-01-01
265,Kyle Barraclough,MIN,13.0,0.60, , , ,-5.60,-2.31, , , , ,2021.0,2021-01-01
266,Daniel Norris,- - -,57.0,0.59, , ,20.69,-0.74,-0.94, , , , ,2021.0,2021-01-01
267,Alex Vesia,LAD,40.0,0.59, , , ,4.56,2.03, , , , ,2021.0,2021-01-01
268,Josh Sborz,TEX,59.0,0.59, , , , ,-0.12,-1.81, , , ,2021.0,2021-01-01
269,James Norwood,SDP,5.0,0.57, ,-2.31,5.93, ,-10.93, , , , ,2021.0,2021-01-01
270,J.B. Wendelken,- - -,43.2,0.57, , ,-1.47,1.74,-0.36,-3.28, , , ,2021.0,2021-01-01
271,Dillon Maples,CHC,31.1,0.56,2.03, ,-1.07, , ,-0.83, , , ,2021.0,2021-01-01
272,Frankie Montas,OAK,187.0,0.55,4.73,1.71,0.47, ,-0.62, , , , ,2021.0,2021-01-01
273,Antonio Senzatela,COL,156.2,0.55, , , ,-0.71,-0.85,0.06, , , ,2021.0,2021-01-01
274,Zach Eflin,PHI,105.2,0.55, , ,0.84,-1.39,-0.83,-0.94, , , ,2021.0,2021-01-01
275,Cole Irvin,OAK,178.1,0.54, , ,-1.27,1.39,-0.43,-6.65, , , ,2021.0,2021-01-01
276,Jose De Leon,CIN,18.1,0.53, , , ,-8.89,0.68, , , , ,2021.0,2021-01-01
277,Madison Bumgarner,ARI,146.1,0.53,0.22, ,-5.05,-1.50, ,-0.14, , , ,2021.0,2021-01-01
278,Jose Alvarez,SFG,64.2,0.51,-3.10, ,3.12,0.66,-1.01, , , , ,2021.0,2021-01-01
279,A.J. Puk,OAK,13.1,0.50, , ,0.24,-11.29,-1.67,9.13, , , ,2021.0,2021-01-01
280,Sam Selman,- - -,25.0,0.49, , , , ,-0.28, , , , ,2021.0,2021-01-01
281,Luke Weaver,ARI,65.2,0.48,3.23, , ,-1.84, ,0.98, , , ,2021.0,2021-01-01
282,Bailey Ober,MIN,92.1,0.48, , , ,0.40,-1.74,-1.25, , , ,2021.0,2021-01-01
283,Chasen Shreve,PIT,56.1,0.47, ,-0.72, , , ,2.60, , , ,2021.0,2021-01-01
284,Ryne Stanek,HOU,68.1,0.47, ,1.45, , ,1.88, , , , ,2021.0,2021-01-01
285,Josh Tomlin,ATL,49.1,0.47,-1.19, , ,-5.25, ,-2.98, , , ,2021.0,2021-01-01
286,Nivaldo Rodriguez,HOU,7.1,0.46, , ,-4.27,10.94,-5.73,-2.07, , , ,2021.0,2021-01-01
287,Spencer Howard,- - -,49.2,0.46,-1.43, ,-3.20,-5.18,-6.74,1.26, , , ,2021.0,2021-01-01
288,Evan Phillips,- - -,13.1,0.45, ,4.15, , ,0.14, , , , ,2021.0,2021-01-01
289,Miguel Del Pozo,DET,5.1,0.44, , , ,-6.53, ,-4.28, , , ,2021.0,2021-01-01
290,Anthony Rizzo,CHC,0.2,0.43, , , , , ,5.35,-3.58, , ,2021.0,2021-01-01
291,Chris Stratton,PIT,79.1,0.43, , ,-3.58,2.00,-0.82,0.71, , , ,2021.0,2021-01-01
292,Jose Cisnero,DET,61.2,0.43, , ,3.45,-2.98,-0.94, , , , ,2021.0,2021-01-01
293,Corey Oswalt,NYM,10.1,0.43,-5.80, , ,1.09, , , , , ,2021.0,2021-01-01
294,Sammy Long,SFG,40.2,0.42, , , ,1.30,-6.11,-1.15, , , ,2021.0,2021-01-01
295,Willians Astudillo,MIN,4.0,0.40, , , , , , , , , ,2021.0,2021-01-01
296,Shawn Armstrong,- - -,36.0,0.39,-1.59, , , ,0.52,-13.97, , , ,2021.0,2021-01-01
297,Kyle Zimmer,KCR,54.0,0.39, , , ,0.16,0.01,2.15, , , ,2021.0,2021-01-01
298,Archie Bradley,PHI,51.0,0.39, , ,2.91,-1.70, ,-3.59, , , ,2021.0,2021-01-01
299,Gabe Klobosits,WSN,11.1,0.38, ,0.90, , ,-1.62, , , , ,2021.0,2021-01-01
300,Erik Swanson,SEA,35.1,0.37, ,0.40, , ,1.41, , , , ,2021.0,2021-01-01
301,Alex Reyes,STL,72.1,0.36, , ,0.18,-0.51,2.62,-3.35, , , ,2021.0,2021-01-01
302,Zack Greinke,HOU,171.0,0.36, ,-1.14,-1.87,1.43,-0.59,0.15,-3.22, , ,2021.0,2021-01-01
303,Caleb Baragar,SFG,23.0,0.35, , , , ,0.59,1.68, , , ,2021.0,2021-01-01
304,Chris Flexen,SEA,179.2,0.35,0.09, , ,1.45, ,-0.33, , , ,2021.0,2021-01-01
305,Darwinzon Hernandez,BOS,40.0,0.34, , , , ,-1.99,-0.41, , , ,2021.0,2021-01-01
306,Ashton Goudeau,- - -,34.1,0.33, , , ,1.09,-3.58,1.11, , , ,2021.0,2021-01-01
307,Elvis Peguero,LAA,2.1,0.33, , ,-11.63, ,-8.05, , , , ,2021.0,2021-01-01
308,Humberto Castellanos,ARI,45.2,0.32, , ,-0.42,-4.32,-1.73,1.86, , , ,2021.0,2021-01-01
309,Kyle Dohy,PHI,1.0,0.31, , , ,1.54, , , , , ,2021.0,2021-01-01
310,Travis Bergen,TOR,10.2,0.30, , , , , ,5.39, , , ,2021.0,2021-01-01
311,Garrett Crochet,CHW,54.1,0.30, , , ,4.51,2.00, , , , ,2021.0,2021-01-01
312,Collin McHugh,TBR,64.0,0.30,2.29, , ,-2.85,2.12,0.69, , , ,2021.0,2021-01-01
313,Blake Parker,CLE,43.2,0.29,1.42,-0.37, , , ,0.72, , , ,2021.0,2021-01-01
314,Kolby Allard,TEX,124.2,0.29,-0.41, , ,-0.29, ,-2.44, , , ,2021.0,2021-01-01
315,Brandon Bielak,HOU,50.0,0.29,-0.05, ,0.62,2.74,-2.81,2.06, , , ,2021.0,2021-01-01
316,Mike Minor,KCR,158.2,0.29, , , ,-0.20,-0.42,-0.82, , , ,2021.0,2021-01-01
317,Nick Pivetta,BOS,155.0,0.29, , ,5.32,-3.68,-0.10,0.24, , , ,2021.0,2021-01-01
318,Jordan Holloway,MIA,36.0,0.29, , ,-3.21,3.74,1.70,-1.07, , , ,2021.0,2021-01-01
319,Jose Marte,LAA,4.0,0.28, , ,-3.69, ,1.37, , , , ,2021.0,2021-01-01
320,James Karinchak,CLE,55.1,0.28, , , , , ,0.80, , , ,2021.0,2021-01-01
321,Nick Sandlin,CLE,33.2,0.28, , ,1.57,-0.31,0.92, , , , ,2021.0,2021-01-01
322,Tyler Mahle,CIN,180.0,0.28,-0.31,1.51, , , , , , , ,2021.0,2021-01-01
323,Seth Martinez,HOU,3.0,0.28,-3.34, ,-13.37,8.76,-6.73, , , , ,2021.0,2021-01-01
324,German Marquez,COL,180.0,0.28, , ,1.66,-2.80,-0.13,1.03, , , ,2021.0,2021-01-01
325,Ryne Harper,WSN,35.2,0.28,-1.57, , , ,0.71,2.20, , , ,2021.0,2021-01-01
326,Nate Pearson,TOR,15.0,0.27, , , ,3.48,-1.08,-12.78, , , ,2021.0,2021-01-01
327,Yency Almonte,COL,47.2,0.26, , ,-5.98,-1.45,-1.50, , , , ,2021.0,2021-01-01
328,Chris Martin,ATL,43.1,0.25,3.20,-2.37,3.33, ,-3.72, , , , ,2021.0,2021-01-01
329,Eduardo Rodriguez,BOS,157.2,0.25,-1.72, ,-0.44,0.48,-0.16, , , , ,2021.0,2021-01-01
330,Nick Mears,PIT,23.1,0.24, , , , , ,-1.97, , , ,2021.0,2021-01-01
331,Daniel Hudson,- - -,51.2,0.23, , , ,0.42,1.19, , , , ,2021.0,2021-01-01
332,Taylor Hearn,TEX,104.1,0.23, , ,1.66,-0.79,-1.28, , , , ,2021.0,2021-01-01
333,Michael Wacha,TBR,124.2,0.23,-2.07, ,1.21,0.40, ,-1.06, , , ,2021.0,2021-01-01
334,Anthony Misiewicz,SEA,54.2,0.22,0.04, ,25.63, , ,-0.41, , , ,2021.0,2021-01-01
335,Joe Jimenez,DET,45.1,0.22, , , ,-1.18,-1.36, , , , ,2021.0,2021-01-01
336,Will Smith,ATL,68.0,0.21, , , , ,1.06,0.18, , , ,2021.0,2021-01-01
337,Michael Pineda,MIN,109.1,0.21, , , ,-1.48,-0.27, , , , ,2021.0,2021-01-01
338,Taijuan Walker,NYM,159.0,0.21, ,-0.07,0.76, ,0.64,0.46, , , ,2021.0,2021-01-01
339,Andres Machado,WSN,35.2,0.21, , ,-1.91,0.53,1.27, , , , ,2021.0,2021-01-01
340,Aaron Nola,PHI,180.2,0.20,2.02, ,0.85,-0.03, ,0.64, , , ,2021.0,2021-01-01
341,Nick Margevicius,SEA,12.0,0.20, , , ,-2.58,-6.38,-5.22, , , ,2021.0,2021-01-01
342,Keegan Akin,BAL,95.0,0.20, , , ,-1.54,-2.59,-2.86, , , ,2021.0,2021-01-01
343,Tyler Anderson,- - -,167.0,0.19,0.55, ,-0.67,-0.58, ,-10.44, , , ,2021.0,2021-01-01
344,Paul Fry,BAL,47.1,0.19, , , ,4.01,0.26, , , , ,2021.0,2021-01-01
345,A.J. Minter,ATL,52.1,0.19, , , ,-0.56,1.10, , , , ,2021.0,2021-01-01
346,Burch Smith,OAK,43.1,0.19,2.69, ,-46.56,-2.30, ,0.99, , , ,2021.0,2021-01-01
347,Drew Hutchison,DET,21.1,0.17, , ,-0.17,3.61,-0.39, , , , ,2021.0,2021-01-01
348,Deolis Guerra,OAK,65.2,0.17,1.63, ,5.69,0.62, ,1.30, , , ,2021.0,2021-01-01
349,Yohan Ramirez,SEA,27.2,0.16, , , , ,1.10, , , , ,2021.0,2021-01-01
350,Cristian Javier,HOU,101.1,0.16, , ,-3.58,-0.75,2.50,-1.34, , , ,2021.0,2021-01-01
351,Mike Mayers,LAA,75.0,0.16,-1.20, , ,-5.67,1.16, , , , ,2021.0,2021-01-01
352,Hector Neris,PHI,74.1,0.15, ,0.61,0.93, ,-0.14, , , , ,2021.0,2021-01-01
353,Tylor Megill,NYM,89.2,0.15, , , ,0.00,-0.66,-1.45, , , ,2021.0,2021-01-01
354,Lucas Giolito,CHW,178.2,0.13, , , ,1.15,1.21,-0.89, , , ,2021.0,2021-01-01
355,Yusmeiro Petit,OAK,78.0,0.13,0.26, , ,2.20, ,2.34, , , ,2021.0,2021-01-01
356,Matt Manning,DET,85.1,0.13, , ,-0.86,-1.65,-1.96,0.27, , , ,2021.0,2021-01-01
357,Sean Reid-Foley,NYM,20.2,0.12, , , ,2.93,-1.42, , , , ,2021.0,2021-01-01
358,Yu Darvish,SDP,166.1,0.11,-3.68,-1.87,0.64,-2.70,0.75,0.52,-16.68, , ,2021.0,2021-01-01
359,Juan Minaya,MIN,40.0,0.10, , , ,1.37,-0.92, , , , ,2021.0,2021-01-01
360,Kyle McGowin,WSN,30.0,0.09, , ,0.39,5.93,0.82, , , , ,2021.0,2021-01-01
361,Matt Carpenter,STL,1.1,0.09, , , , , ,-21.42, , , ,2021.0,2021-01-01
362,Steven Brault,PIT,27.2,0.08, , ,-2.85,-3.05,1.56,-2.70, , , ,2021.0,2021-01-01
363,David Peterson,NYM,66.2,0.08, , ,0.71,0.53,-2.19,-8.10, , , ,2021.0,2021-01-01
364,Johan Oviedo,STL,62.1,0.08, , , ,-5.45,0.00,1.08, , , ,2021.0,2021-01-01
365,Kyle Crick,PIT,24.1,0.08, , ,1.56,1.22,1.54, , , , ,2021.0,2021-01-01
366,Justin Steele,CHC,57.0,0.06, , ,-0.97,-1.32,-0.97,1.20, , , ,2021.0,2021-01-01
367,Hansel Robles,- - -,69.0,0.05, , , ,0.52,-0.37, , , , ,2021.0,2021-01-01
368,Triston McKenzie,CLE,120.0,0.05, , , ,-9.02,1.16,1.90, , , ,2021.0,2021-01-01
369,Yusei Kikuchi,SEA,157.0,0.04,0.09, , ,0.94,-0.50, , , , ,2021.0,2021-01-01
370,Sonny Gray,CIN,135.1,0.04,2.07, ,0.65,0.92,-0.36,0.41,-7.21, , ,2021.0,2021-01-01
371,Hyun-Jin Ryu,TOR,169.0,0.04,0.53, ,-2.97,0.04,5.50,-0.18, , , ,2021.0,2021-01-01
372,Justin Garza,CLE,28.2,0.03,-0.12, , ,-0.98,-3.76, , , , ,2021.0,2021-01-01
373,Cole Sulser,BAL,63.1,0.02, , , ,3.19,0.96,-1.01, , , ,2021.0,2021-01-01
374,Ryan Helsley,STL,47.1,0.02, , ,-0.41,0.17,0.89,0.77, , , ,2021.0,2021-01-01
375,Rich Hill,- - -,158.2,0.02,2.05, ,-1.51,2.27,-22.33,0.52,-2.85, , ,2021.0,2021-01-01
376,Nathan Eovaldi,BOS,182.1,0.01,0.20,-0.02, , ,0.08,1.48, , , ,2021.0,2021-01-01
377,Josh Lindblom,MIL,16.2,0.01,-7.30,-12.93,-16.23,5.08,-4.43,-1.73, , , ,2021.0,2021-01-01
378,Dylan Cease,CHW,165.2,0.01, , ,0.63,0.21,1.21,0.28, , , ,2021.0,2021-01-01
379,Dustin May,LAD,23.0,0.01,2.57, ,-1.71, , ,4.37, , , ,2021.0,2021-01-01
380,Jacob Barnes,- - -,28.2,0.00, , , ,-6.66,-1.24, , , , ,2021.0,2021-01-01
381,Blaine Hardy,MIL,1.0,0.00,-2.42, , ,-4.47, ,-4.28, , , ,2021.0,2021-01-01
382,Casey Sadler,SEA,40.1,0.00,1.85, ,4.06, , ,3.17, , , ,2021.0,2021-01-01
383,Julio Urias,LAD,185.2,-0.01, , , ,1.69, ,2.40, , , ,2021.0,2021-01-01
384,Matthew Boyd,DET,78.2,-0.03, , ,2.96,1.30,-1.04,-0.79, , , ,2021.0,2021-01-01
385,Marco Gonzales,SEA,143.1,-0.03,-1.21, , ,1.02, ,0.29, , , ,2021.0,2021-01-01
386,Adam Conley,TBR,19.2,-0.03, , , ,4.51,-2.80, , , , ,2021.0,2021-01-01
387,Cionel Perez,CIN,24.0,-0.06, , , ,-3.86,-0.56, , , , ,2021.0,2021-01-01
388,Miguel Diaz,SDP,42.0,-0.06, , , ,0.52,-2.08, , , , ,2021.0,2021-01-01
389,Scott Effross,CHC,14.2,-0.07, , ,0.80,-3.29,0.13, , , , ,2021.0,2021-01-01
390,Danny Coulombe,MIN,34.1,-0.07, , ,2.11, ,0.67,-1.09, , , ,2021.0,2021-01-01
391,Yimi Garcia,- - -,57.2,-0.07, , ,-1.33,2.49,1.09,1.27, , , ,2021.0,2021-01-01
392,Dillon Peters,PIT,26.2,-0.08, , ,-1.15,-0.28, ,1.11, , , ,2021.0,2021-01-01
393,Kyle Gibson,- - -,182.0,-0.08,1.16, ,0.16,0.62,0.71,1.78, , , ,2021.0,2021-01-01
394,Kyle Muller,ATL,36.2,-0.11, , , ,-2.18,2.72,0.20, , , ,2021.0,2021-01-01
395,Sandy Alcantara,MIA,205.2,-0.12, , ,1.85,0.27,0.95,-3.28, , , ,2021.0,2021-01-01
396,Alex Blandino,CIN,3.2,-0.12, , ,-2.41,-2.36, , , ,-5.01, ,2021.0,2021-01-01
397,Robert Dugger,SEA,25.2,-0.12, , ,-8.06,-5.27,-1.77,0.19, , , ,2021.0,2021-01-01
398,Luis Gil,NYY,29.1,-0.12, , , ,-1.99,2.38, , , , ,2021.0,2021-01-01
399,Taylor Rogers,MIN,40.1,-0.13, , ,0.97, ,1.31,6.70, , , ,2021.0,2021-01-01
400,Yennsy Diaz,NYM,25.0,-0.14, , ,9.60,-1.85,-0.28, , , , ,2021.0,2021-01-01
401,Cesar Valdez,BAL,46.0,-0.14, , ,-3.46,-1.09,-2.16, , , , ,2021.0,2021-01-01
402,Pedro Avila,SDP,4.0,-0.16, , ,0.87,-3.67,-3.96,2.35, , , ,2021.0,2021-01-01
403,Bryan Abreu,HOU,36.0,-0.16, , , , ,-0.83,0.48, , , ,2021.0,2021-01-01
404,Luis Garcia,HOU,155.1,-0.16,1.64, , ,-0.08,2.31,-0.29, , , ,2021.0,2021-01-01
405,JT Brubaker,PIT,124.1,-0.16, , ,-0.76,-3.41,-0.15,-1.49, , , ,2021.0,2021-01-01
406,Jorge Alcala,MIN,59.2,-0.17, , ,1.19,1.15,2.69, , , , ,2021.0,2021-01-01
407,Gabe Speier,KCR,7.2,-0.17, , ,3.85,0.26,-1.63, , , , ,2021.0,2021-01-01
408,Trevor Williams,- - -,91.0,-0.17,5.29, ,1.84,-4.67,-1.59,-1.07, , , ,2021.0,2021-01-01
409,Blake Treinen,LAD,72.1,-0.17,2.31, ,0.03,-9.18,3.19, , , , ,2021.0,2021-01-01
410,Luis Cessa,- - -,64.2,-0.18, , ,1.03,4.58,0.79,-3.22, , , ,2021.0,2021-01-01
411,Jake Diekman,OAK,60.2,-0.18, , ,-2.36,8.46,1.26, , , , ,2021.0,2021-01-01
412,Kwang-hyun Kim,STL,106.2,-0.18, , ,5.22,-0.61,1.12,0.77, , , ,2021.0,2021-01-01
413,Chris Rodriguez,LAA,29.2,-0.19, , ,0.78,-1.73,-3.76,1.09, , , ,2021.0,2021-01-01
414,Tyler Ivey,HOU,4.2,-0.19, , , ,-8.60,2.52,-2.54, , , ,2021.0,2021-01-01
415,Patrick Murphy,- - -,28.0,-0.19, , ,1.61,-22.08, ,-1.64, , , ,2021.0,2021-01-01
416,Julian Merryweather,TOR,13.0,-0.20, , , ,-4.98,1.12,-1.25, , , ,2021.0,2021-01-01
417,Jaime Barria,LAA,56.2,-0.20, , ,-2.51,1.42,-0.48, , , , ,2021.0,2021-01-01
418,Huascar Ynoa,ATL,91.0,-0.20, , , ,0.25,0.69, , , , ,2021.0,2021-01-01
419,Scott Kazmir,SFG,11.1,-0.21,4.81, ,-1.86,-4.38,-23.98, , , , ,2021.0,2021-01-01
420,Kyle Freeland,COL,120.2,-0.21,-1.02, ,-1.09,-1.70,1.53, , , , ,2021.0,2021-01-01
421,Casey Mize,DET,150.1,-0.21, ,0.76,-1.02, ,1.81,0.56, , , ,2021.0,2021-01-01
422,Alberto Baldonado,WSN,10.2,-0.22, , ,5.93,-4.78,-0.72, , , , ,2021.0,2021-01-01
423,Kyle Finnegan,WSN,66.0,-0.23, ,0.23, , ,0.67, , , , ,2021.0,2021-01-01
424,Tanner Scott,BAL,54.0,-0.24, , ,0.35, ,-0.09, , , , ,2021.0,2021-01-01
425,Ross Detwiler,- - -,52.1,-0.24,-39.31, ,-0.68,-1.39,0.47,-3.22, , , ,2021.0,2021-01-01
426,Darren O'Day,NYY,10.2,-0.25, , ,1.18, ,0.77, , , , ,2021.0,2021-01-01
427,Phil Maton,- - -,66.2,-0.25,1.40, , , ,-1.68,-0.61, , , ,2021.0,2021-01-01
428,Eric Lauer,MIL,118.2,-0.26,0.53, , ,0.67,3.15,1.83, , , ,2021.0,2021-01-01
429,Marcos Diplan,BAL,30.0,-0.26, , , ,0.94, ,1.23, , , ,2021.0,2021-01-01
430,Edwin Diaz,NYM,62.2,-0.27, , , , ,3.23, , , , ,2021.0,2021-01-01
431,Anthony Castro,TOR,24.2,-0.27, , , ,1.30, ,-0.18, , , ,2021.0,2021-01-01
432,John Means,BAL,146.2,-0.27, , , ,1.11,0.84,1.59, , , ,2021.0,2021-01-01
433,Demarcus Evans,TEX,26.1,-0.28,-0.14, , , , ,-0.52, , , ,2021.0,2021-01-01
434,James Kaprielian,OAK,119.1,-0.29, , ,1.39,-0.14,0.61,1.48, , , ,2021.0,2021-01-01
435,Keegan Thompson,CHC,53.1,-0.30,-1.40, ,0.25,0.62, ,1.08, , , ,2021.0,2021-01-01
436,Jake Woodford,STL,67.2,-0.30,3.10, ,1.37,-2.36,-1.06,-1.77, , , ,2021.0,2021-01-01
437,Framber Valdez,HOU,134.2,-0.30, , ,0.29,-0.36, ,1.28, , , ,2021.0,2021-01-01
438,Caleb Smith,ARI,113.2,-0.32, , , ,0.68,0.27,-0.56, , , ,2021.0,2021-01-01
439,Shane McClanahan,TBR,123.1,-0.32, , , ,-3.01,1.26,2.25, , , ,2021.0,2021-01-01
440,Chris Paddack,SDP,108.1,-0.32,0.53, , ,-0.12,-2.85,0.39, , , ,2021.0,2021-01-01
441,Angel Perdomo,MIL,17.0,-0.33, , , ,-1.81,-1.60, , , , ,2021.0,2021-01-01
442,Dylan Bundy,LAA,90.2,-0.33, ,-1.91,-1.52,8.19,-0.83,-0.07, , , ,2021.0,2021-01-01
443,Tony Santillan,CIN,43.1,-0.35, , , ,-1.03,0.43, , , , ,2021.0,2021-01-01
444,Edward Cabrera,MIA,26.1,-0.36, , , ,-5.60,-0.71,2.29, , , ,2021.0,2021-01-01
445,Jon Heasley,KCR,14.2,-0.36, , , ,-1.29, ,-0.46, , , ,2021.0,2021-01-01
446,Jhonathan Diaz,LAA,13.0,-0.36, , ,1.51,-3.53,-0.86,-3.20, , , ,2021.0,2021-01-01
447,Jordan Montgomery,NYY,157.1,-0.36,-0.88, ,-0.86,2.12, ,1.12, , , ,2021.0,2021-01-01
448,Paolo Espino,WSN,109.2,-0.36, , , ,-3.13,0.12,1.10, , , ,2021.0,2021-01-01
449,Jose Berrios,- - -,192.0,-0.36, , ,1.57,1.04, ,0.16, , , ,2021.0,2021-01-01
450,Eli Morgan,CLE,89.1,-0.37,-2.25, , ,1.12,-0.96,-4.27, , , ,2021.0,2021-01-01
451,Martin Perez,BOS,114.0,-0.37,-2.26, ,1.17,-0.74, ,-2.67, , , ,2021.0,2021-01-01
452,Robert Gsellman,NYM,28.2,-0.37, , ,0.63,-0.26,0.95,-5.22, , , ,2021.0,2021-01-01
453,Austin Voth,WSN,57.1,-0.37,1.03, , ,-44.17, ,-0.85, , , ,2021.0,2021-01-01
454,Clayton Kershaw,LAD,121.2,-0.38, , ,0.74,-0.82,2.00,-0.03, , , ,2021.0,2021-01-01
455,Andrew Heaney,- - -,129.2,-0.38, , , ,-0.44, ,0.06, , , ,2021.0,2021-01-01
456,Austin Brice,BOS,13.2,-0.39, , ,-6.45,4.32, ,0.11, , , ,2021.0,2021-01-01
457,Adam Eaton,LAA,1.0,-0.40, , ,-2.34, ,3.68,-3.91, , , ,2021.0,2021-01-01
458,Heath Hembree,- - -,58.0,-0.41, , , , ,0.79,-4.55, , , ,2021.0,2021-01-01
459,Matt Barnes,BOS,54.2,-0.41, , , ,3.94, ,2.23, , , ,2021.0,2021-01-01
460,Justin Dunn,SEA,50.1,-0.42, , , ,-4.01,1.86,1.24, , , ,2021.0,2021-01-01
461,Adrian Houser,MIL,142.1,-0.43, , ,2.01,-2.31,-0.42,-1.51, , , ,2021.0,2021-01-01
462,Steven Okert,MIA,36.0,-0.44, , ,-2.62, ,2.57, , , , ,2021.0,2021-01-01
463,Emilio Pagan,SDP,63.1,-0.44, , , ,-4.82,0.03, , , , ,2021.0,2021-01-01
464,Joe Musgrove,SDP,181.1,-0.44,-0.36, ,-1.66,-1.14,2.17,2.08, , , ,2021.0,2021-01-01
465,Nabil Crismatt,SDP,81.1,-0.45, , ,-1.81,0.86, ,-1.41, , , ,2021.0,2021-01-01
466,Taylor Widener,ARI,70.1,-0.46, , , ,-0.09,-1.43, , , , ,2021.0,2021-01-01
467,Logan Webb,SFG,148.1,-0.47,-0.99, ,1.28,0.63, ,1.87, , , ,2021.0,2021-01-01
468,Keone Kela,SDP,10.2,-0.47, , , ,19.64, ,0.58, , , ,2021.0,2021-01-01
469,Cody Ponce,PIT,38.1,-0.48,-1.36, , ,-4.57,-4.36,-2.70, , , ,2021.0,2021-01-01
470,Domingo Tapia,- - -,33.2,-0.48, , ,2.34,3.12,0.59, , , , ,2021.0,2021-01-01
471,Richard Lovelady,KCR,20.2,-0.49, , ,-1.11, ,2.56, , , , ,2021.0,2021-01-01
472,Griffin Jax,MIN,82.0,-0.51, , , ,-2.27,-1.18,-0.95, , , ,2021.0,2021-01-01
473,Joakim Soria,- - -,37.1,-0.51, ,-0.40, , ,0.04,-0.32, , , ,2021.0,2021-01-01
474,Austin Davis,- - -,26.1,-0.52, , , ,-0.73,0.01, , , , ,2021.0,2021-01-01
475,Jacob Webb,ATL,34.1,-0.52, , , ,0.63, ,-0.47, , , ,2021.0,2021-01-01
476,Hirokazu Sawamura,BOS,53.0,-0.53, ,0.49, , ,-0.87, , , , ,2021.0,2021-01-01
477,Mychal Givens,- - -,51.0,-0.54, , , ,0.85,-0.83, , , , ,2021.0,2021-01-01
478,Shane Bieber,CLE,96.2,-0.54,-0.22, , ,1.92,2.62,-0.43, , , ,2021.0,2021-01-01
479,Luis Castillo,CIN,187.2,-0.55, , ,-0.81,0.60,1.64, , , , ,2021.0,2021-01-01
480,Brad Hand,- - -,64.2,-0.55, , ,-0.28, ,0.84, , , , ,2021.0,2021-01-01
481,Nick Anderson,TBR,6.0,-0.55, , , , ,0.96, , , , ,2021.0,2021-01-01
482,Manny Barreda,BAL,2.2,-0.56, , , ,-9.39,-12.79, , , , ,2021.0,2021-01-01
483,J.A. Happ,- - -,152.1,-0.56, , ,0.10,-1.57,-1.72,-5.85, , , ,2021.0,2021-01-01
484,Anthony Banda,- - -,33.2,-0.57, , , ,-0.05,-11.60,-2.61, , , ,2021.0,2021-01-01
485,John Gant,- - -,110.0,-0.57,0.83, ,0.37,-0.97,-1.01,-0.44, , , ,2021.0,2021-01-01
486,Dellin Betances,NYM,1.0,-0.58, , , , ,1.10, , , , ,2021.0,2021-01-01
487,Jose Quintana,- - -,63.0,-0.58, , ,0.08,-2.52, ,-1.71, , , ,2021.0,2021-01-01
488,Adrian Sampson,CHC,35.1,-0.59, , ,0.41,0.79,-0.63, , , , ,2021.0,2021-01-01
489,Erasmo Ramirez,DET,26.2,-0.59,2.04, ,-0.66,-2.00,-1.51, , , , ,2021.0,2021-01-01
490,Julian Fernandez,COL,6.2,-0.59, , , ,-12.28, , , , , ,2021.0,2021-01-01
491,Antonio Santos,COL,11.1,-0.59, , , ,3.02,-0.31,4.15, , , ,2021.0,2021-01-01
492,Sean Doolittle,- - -,49.2,-0.60,0.02,-0.66, , ,-0.14, , , , ,2021.0,2021-01-01
493,Andrew Wantz,LAA,27.1,-0.61,0.29, , ,-0.49,2.44,-0.12, , , ,2021.0,2021-01-01
494,Greg Holland,KCR,55.2,-0.63, ,-4.02, , ,0.48,0.06, , , ,2021.0,2021-01-01
495,Patrick Sandoval,LAA,87.0,-0.63, , ,0.04,2.19,1.89,-1.70, , , ,2021.0,2021-01-01
