#,Name,Team,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,Year,YearDate
190,Tyler Kinley,COL,46.5%,95.4,52.7%,89.6,0.3%,93.0, , ,0.5%,88.5, , , , ,0.3%,2022.0,2022-01-01
191,Jeremy Beasley,TOR,61.3%,95.4,28.0%,82.1, , , , , , ,10.7%,87.4, , , ,2022.0,2022-01-01
192,Yennier Cano,- - -,42.6%,95.4,27.2%,87.5, , , , ,30.2%,90.2, , , , , ,2022.0,2022-01-01
193,Mauricio Llovera,SFG,44.4%,95.4,55.6%,83.8, , , , , , , , , , ,0.7%,2022.0,2022-01-01
194,William Woods,ATL,67.7%,95.4,32.3%,86.0, , , , , , , , , , , ,2022.0,2022-01-01
195,Calvin Faucher,TBR,41.3%,95.4,44.8%,88.0, , ,13.9%,85.4, , , , , , , ,2022.0,2022-01-01
196,Jose Cisnero,DET,67.9%,95.4,25.8%,85.5, , , , ,6.3%,89.7, , , , , ,2022.0,2022-01-01
197,JoJo Romero,- - -,47.6%,95.4,21.4%,84.1,1.5%,90.0, , ,29.5%,86.5, , , , , ,2022.0,2022-01-01
198,Andres Machado,WSN,64.5%,95.4,20.0%,87.1, , , , ,15.5%,88.9, , , , , ,2022.0,2022-01-01
199,Anthony Bass,- - -,40.3%,95.3,55.7%,86.7, , , , , , ,4.1%,86.8, , ,0.4%,2022.0,2022-01-01
200,Jeurys Familia,- - -,70.5%,95.3,14.8%,88.7, , , , , , ,14.7%,92.7, , ,1.0%,2022.0,2022-01-01
201,Reyes Moronta,- - -,53.4%,95.3,37.0%,82.1, , , , ,9.7%,89.0, , , , ,0.3%,2022.0,2022-01-01
202,Garrett Whitlock,BOS,62.2%,95.3,18.0%,83.3, , , , ,19.8%,84.7, , , , , ,2022.0,2022-01-01
203,Yerry De Los Santos,PIT,60.1%,95.3,39.9%,83.9, , , , , , , , , , ,0.4%,2022.0,2022-01-01
204,Ronel Blanco,HOU,45.8%,95.3,42.5%,87.3, , ,4.2%,81.0,7.5%,87.2, , , , , ,2022.0,2022-01-01
205,Enyel De Los Santos,CLE,60.4%,95.3,28.4%,83.1, , , , ,11.2%,87.5, , , , ,0.5%,2022.0,2022-01-01
206,Diego Castillo,SEA,36.7%,95.3,63.3%,88.4, , , , , , , , , , ,1.9%,2022.0,2022-01-01
207,Drey Jameson,ARI,62.3%,95.3,24.9%,84.8, , ,4.3%,76.8,8.4%,86.4, , , , , ,2022.0,2022-01-01
208,Jacob Barnes,- - -,47.9%,95.3,9.7%,84.3,42.4%,89.0, , , , , , , , , ,2022.0,2022-01-01
209,Chase Silseth,LAA,46.3%,95.3,21.2%,83.9, , ,5.2%,79.0, , ,27.3%,86.4, , , ,2022.0,2022-01-01
210,James Karinchak,CLE,59.7%,95.2, , , , ,40.3%,82.9, , , , , , , ,2022.0,2022-01-01
211,George Kirby,SEA,57.6%,95.2,20.9%,87.2, , ,13.5%,80.9,8.0%,86.1, , , , , ,2022.0,2022-01-01
212,Thomas Szapucki,- - -,60.8%,95.2, , , , ,34.7%,80.1,4.5%,87.1, , , , , ,2022.0,2022-01-01
213,Logan Gillaspie,BAL,48.1%,95.2,21.0%,82.1, , ,9.2%,81.9,21.8%,86.4, , , , , ,2022.0,2022-01-01
214,Andre Pallante,STL,63.6%,95.2,19.6%,86.9, , ,16.8%,76.6,0.1%,83.0, , , , ,0.5%,2022.0,2022-01-01
215,Max Kranick,PIT,52.6%,95.2,36.8%,87.5, , ,10.5%,77.9, , , , , , , ,2022.0,2022-01-01
216,Justin Lawrence,COL,55.2%,95.2,44.8%,82.4, , , , , , , , , , ,0.1%,2022.0,2022-01-01
217,Francisco Morales,PHI,39.2%,95.2,60.8%,86.4, , , , , , , , , , , ,2022.0,2022-01-01
218,Walker Buehler,LAD,39.2%,95.2,11.5%,83.5,24.7%,91.5,16.8%,79.3,7.8%,90.5, , , , , ,2022.0,2022-01-01
219,Chris Martin,- - -,51.3%,95.2,7.8%,84.1,31.7%,91.7, , , , ,9.2%,88.4, , ,0.2%,2022.0,2022-01-01
220,Will Vest,DET,56.2%,95.2,33.2%,86.5, , , , ,10.5%,86.9, , , , , ,2022.0,2022-01-01
221,Andre Jackson,LAD,36.5%,95.2, , ,6.4%,89.1,3.2%,81.0,53.8%,85.0, , , , , ,2022.0,2022-01-01
222,Connor Brogdon,PHI,32.0%,95.2, , ,24.8%,88.4, , ,43.2%,83.9, , , , , ,2022.0,2022-01-01
223,Derek Law,- - -,21.6%,95.2,11.9%,85.8,49.1%,90.8,12.8%,77.1,4.5%,89.7, , , , , ,2022.0,2022-01-01
224,Trevor Gott,MIL,55.3%,95.1, , ,33.4%,91.5,10.4%,82.8,0.9%,90.1, , , , , ,2022.0,2022-01-01
225,Keynan Middleton,ARI,50.6%,95.1,32.4%,84.7, , , , ,17.0%,87.2, , , , , ,2022.0,2022-01-01
226,Mitch Keller,PIT,55.5%,95.1,22.5%,84.3, , ,15.4%,78.7,6.5%,91.2, , , , ,0.2%,2022.0,2022-01-01
227,Parker Markel,OAK,42.6%,95.1,54.1%,82.1, , ,3.3%,94.5, , , , , , , ,2022.0,2022-01-01
228,Ryan Borucki,- - -,50.4%,95.1, , ,38.6%,87.7, , ,11.1%,84.7, , , , , ,2022.0,2022-01-01
229,Steven Wilson,SDP,52.2%,95.1,42.2%,82.2, , , , ,5.6%,85.2, , , , , ,2022.0,2022-01-01
230,Jake Walsh,STL,61.5%,95.1, , , , ,30.8%,81.4,7.7%,82.6, , , , , ,2022.0,2022-01-01
231,Jalen Beeks,TBR,48.1%,95.1, , ,1.1%,87.8,1.4%,82.3,49.3%,90.4, , , , , ,2022.0,2022-01-01
232,Jake Bird,COL,57.7%,95.1, , ,25.1%,91.4,15.2%,81.7,2.0%,88.0, , , , ,1.3%,2022.0,2022-01-01
233,Justin Verlander,HOU,50.4%,95.1,28.3%,87.5, , ,18.8%,79.1,2.4%,86.3, , , , , ,2022.0,2022-01-01
234,Stephen Nogosek,NYM,41.5%,95.1,16.2%,81.6,31.4%,89.1,2.1%,75.9,8.8%,87.4, , , , ,0.3%,2022.0,2022-01-01
235,Justin Wilson,CIN,35.2%,95.1,31.5%,86.1,33.3%,91.3, , , , , , , , , ,2022.0,2022-01-01
236,Joan Adon,WSN,69.4%,95.0,0.6%,87.0, , ,23.3%,79.8,6.8%,87.4, , , , ,0.3%,2022.0,2022-01-01
237,Anthony Castro,CLE,49.2%,95.0, , , , ,48.5%,84.5,2.3%,87.3, , , , , ,2022.0,2022-01-01
238,Matt Barnes,BOS,45.9%,95.0,0.3%,87.0, , ,46.8%,84.1,7.0%,87.2, , , , ,1.0%,2022.0,2022-01-01
239,Mark Appel,PHI,75.2%,95.0,20.1%,83.2, , , , ,4.7%,86.3, , , , , ,2022.0,2022-01-01
240,Enoli Paredes,HOU,86.0%,95.0,14.0%,85.9, , , , , , , , , , , ,2022.0,2022-01-01
241,Kevin Gausman,TOR,48.8%,95.0,14.2%,84.5, , , , ,0.9%,85.6,36.0%,85.2, , , ,2022.0,2022-01-01
242,Raisel Iglesias,- - -,49.9%,95.0,26.0%,84.2, , , , ,24.0%,88.7, , , , ,0.4%,2022.0,2022-01-01
243,Brock Burke,TEX,67.1%,95.0,19.9%,87.2, , , , ,12.9%,88.2, , , , ,0.3%,2022.0,2022-01-01
244,Hunter Strickland,CIN,57.1%,95.0,39.1%,84.8, , , , , , ,3.7%,90.1, , ,0.4%,2022.0,2022-01-01
245,Yusei Kikuchi,TOR,50.6%,95.0,29.5%,86.5,6.3%,91.1, , , , ,13.6%,87.0, , ,0.1%,2022.0,2022-01-01
246,Yu Darvish,SDP,34.0%,95.0,15.8%,82.7,35.3%,86.7,7.5%,76.3,1.0%,87.4,6.5%,89.5, , , ,2022.0,2022-01-01
247,Jesus Cruz,ATL,58.3%,95.0,41.7%,87.2, , , , , , , , , , , ,2022.0,2022-01-01
248,Michael Kopech,CHW,61.7%,94.9,25.9%,84.5, , ,11.1%,78.6,1.2%,85.3, , , , ,0.0%,2022.0,2022-01-01
249,Luke Weaver,- - -,60.2%,94.9, , ,4.4%,87.2,9.3%,82.5,26.1%,87.0, , , , , ,2022.0,2022-01-01
250,J.B. Wendelken,ARI,60.2%,94.9,22.5%,85.9, , ,1.0%,80.6,16.2%,85.6, , , , , ,2022.0,2022-01-01
251,Michel Baez,SDP,56.0%,94.9,12.0%,86.0, , , , ,32.0%,85.6, , , , , ,2022.0,2022-01-01
252,Charlie Morton,ATL,44.1%,94.9, , ,9.3%,88.4,38.0%,81.3,8.6%,87.2, , , , , ,2022.0,2022-01-01
253,Max Meyer,MIA,39.3%,94.9,46.1%,89.1, , , , ,14.6%,87.6, , , , , ,2022.0,2022-01-01
254,Ryne Nelson,ARI,69.6%,94.9,11.1%,82.5, , ,13.0%,77.0,6.3%,81.9, , , , ,0.8%,2022.0,2022-01-01
255,Caleb Ferguson,LAD,66.9%,94.9, , , , ,33.1%,78.4, , , , , , , ,2022.0,2022-01-01
256,Tanner Houck,BOS,53.2%,94.9,40.8%,85.4, , , , , , ,6.0%,87.6, , ,1.3%,2022.0,2022-01-01
257,Clarke Schmidt,NYY,38.9%,94.9,37.7%,86.5, , ,18.3%,83.6,5.1%,89.7, , , , ,0.9%,2022.0,2022-01-01
258,Pierce Johnson,SDP,38.6%,94.9, , , , ,61.4%,84.3, , , , , , , ,2022.0,2022-01-01
259,Andrew Kittredge,TBR,59.7%,94.9,40.3%,89.1, , , , , , , , , , , ,2022.0,2022-01-01
260,Rowan Wick,CHC,60.2%,94.9,5.1%,82.2,13.0%,92.7,21.6%,76.9, , ,0.1%,83.0, , ,0.8%,2022.0,2022-01-01
261,Connor Sadzeck,MIL,29.2%,94.9,68.8%,89.4, , , , ,2.1%,85.0, , , , , ,2022.0,2022-01-01
262,Alex Cobb,SFG,42.2%,94.9, , , , ,15.3%,83.9,42.4%,89.7, , , , , ,2022.0,2022-01-01
263,Adbert Alzolay,CHC,47.7%,94.8,31.6%,85.4,15.0%,90.0, , ,5.7%,86.3, , , , , ,2022.0,2022-01-01
264,Jason Adam,TBR,32.0%,94.8,35.8%,81.4, , , , ,32.2%,90.0, , , , ,0.5%,2022.0,2022-01-01
265,Jose Butto,NYM,51.0%,94.8,15.3%,82.5, , ,16.3%,80.3,17.3%,84.5, , , , , ,2022.0,2022-01-01
266,Zack Thompson,STL,54.3%,94.8, , ,6.1%,88.0,31.3%,75.1,8.3%,87.8, , , , , ,2022.0,2022-01-01
267,Drew VerHagen,STL,46.5%,94.8,22.2%,81.5,2.6%,90.9,13.1%,78.3,15.5%,89.5, , , , ,1.0%,2022.0,2022-01-01
268,Ken Giles,SEA,44.8%,94.8,55.2%,84.1, , , , , , , , , , , ,2022.0,2022-01-01
269,Jose Castillo,SDP,50.0%,94.8,50.0%,83.1, , , , , , , , , , , ,2022.0,2022-01-01
270,Kyle Bradish,BAL,48.8%,94.7,29.8%,87.0, , ,12.9%,83.2,8.5%,89.9, , , , , ,2022.0,2022-01-01
271,Kyle Wright,ATL,43.5%,94.7,7.1%,90.1, , ,34.1%,84.8,15.4%,88.2, , , , , ,2022.0,2022-01-01
272,Greg Weissert,NYY,53.2%,94.7,36.6%,81.8, , , , ,10.2%,85.2, , , , , ,2022.0,2022-01-01
273,MacKenzie Gore,SDP,60.8%,94.7,15.4%,87.5, , ,18.0%,80.9,5.7%,85.2, , , , , ,2022.0,2022-01-01
274,Michael Rucker,CHC,44.1%,94.7,18.5%,85.6,10.8%,88.0,17.9%,80.5,8.6%,89.9, , , , , ,2022.0,2022-01-01
275,Wil Crowe,PIT,37.6%,94.7,31.2%,87.7, , ,3.0%,81.6,28.2%,86.0, , , , , ,2022.0,2022-01-01
276,Cody Poteet,MIA,37.3%,94.7,21.7%,85.8, , ,2.7%,78.0,38.4%,87.8, , , , , ,2022.0,2022-01-01
277,Carl Edwards Jr.,WSN,67.8%,94.7, , , , ,22.6%,80.3,9.7%,90.7, , , , , ,2022.0,2022-01-01
278,Chad Green,NYY,63.5%,94.7, , , , ,35.3%,84.6, , ,1.2%,88.7, , , ,2022.0,2022-01-01
279,Buck Farmer,CIN,44.5%,94.7, , , , ,32.0%,83.2,23.5%,88.7, , , , ,0.1%,2022.0,2022-01-01
280,Yimi Garcia,TOR,58.8%,94.7,16.7%,82.5,17.2%,89.4, , ,7.3%,87.3, , , , ,1.2%,2022.0,2022-01-01
281,Joel Payamps,- - -,50.1%,94.7,36.1%,82.3, , , , ,13.8%,88.9, , , , ,0.8%,2022.0,2022-01-01
282,Sammy Long,SFG,44.0%,94.7, , , , ,26.8%,77.0,29.2%,84.3, , , , ,0.1%,2022.0,2022-01-01
283,Ron Marinaccio,NYY,44.3%,94.7,17.8%,80.4, , , , ,37.9%,83.9, , , , , ,2022.0,2022-01-01
284,Cody Morris,CLE,44.6%,94.7, , ,31.4%,88.2,6.9%,79.7,17.1%,81.9, , , , , ,2022.0,2022-01-01
285,Luis Ortiz,SFG,49.2%,94.7,30.5%,86.7, , ,10.2%,79.5,10.2%,86.0, , , , , ,2022.0,2022-01-01
286,Jackson Tetreault,WSN,57.8%,94.6,31.5%,86.6, , ,7.9%,82.3,2.7%,86.1, , , , , ,2022.0,2022-01-01
287,Sean Poppen,ARI,62.2%,94.6,34.4%,83.5, , , , ,3.4%,85.4, , , , ,2.1%,2022.0,2022-01-01
288,Trevor Rogers,MIA,52.9%,94.6,17.8%,80.7, , , , ,29.3%,85.7, , , , , ,2022.0,2022-01-01
289,Zack Weiss,LAA,33.0%,94.6,62.7%,86.6,4.3%,92.9, , , , , , , , ,3.8%,2022.0,2022-01-01
290,Joe Barlow,TEX,31.0%,94.6,60.1%,87.4, , ,8.8%,81.4, , , , , , , ,2022.0,2022-01-01
291,Kutter Crawford,BOS,38.5%,94.6,6.4%,85.3,31.0%,88.8,16.9%,79.8,7.2%,86.7, , , , ,0.1%,2022.0,2022-01-01
292,Zack Kelly,BOS,47.3%,94.6,13.5%,85.7, , , , ,39.2%,82.0, , , , , ,2022.0,2022-01-01
293,Brendon Little,CHC,68.2%,94.6,31.8%,86.1, , , , , , , , , , , ,2022.0,2022-01-01
294,Taylor Hearn,TEX,63.0%,94.6,25.0%,84.7,3.5%,88.5, , ,8.5%,87.6, , , , , ,2022.0,2022-01-01
295,Cristofer Ogando,TBR,45.9%,94.6,54.1%,81.3, , , , , , , , , , , ,2022.0,2022-01-01
296,Jose Quijada,LAA,84.9%,94.6,4.2%,81.4, , , , ,10.9%,86.9, , , , ,2.3%,2022.0,2022-01-01
297,Tyler Cyr,- - -,47.3%,94.6, , ,19.2%,90.1, , ,33.5%,86.5, , , , , ,2022.0,2022-01-01
298,Steven Matz,STL,48.5%,94.6,2.6%,89.6, , ,20.0%,78.1,28.9%,85.1, , , , , ,2022.0,2022-01-01
299,Jeff Brigham,MIA,42.5%,94.5,57.5%,82.3, , , , , , , , , , , ,2022.0,2022-01-01
300,Alex Colome,COL,15.7%,94.5, , ,84.3%,90.8, , , , , , , , ,0.6%,2022.0,2022-01-01
301,Chris Sale,BOS,46.1%,94.5,32.4%,79.2, , , , ,21.6%,88.3, , , , , ,2022.0,2022-01-01
302,Zach Jackson,OAK,54.3%,94.5,44.6%,85.3, , , , ,1.0%,89.0, , , , ,1.2%,2022.0,2022-01-01
303,Ryan Pressly,HOU,32.6%,94.5,36.8%,89.7, , ,27.0%,81.0,3.5%,89.2, , , , , ,2022.0,2022-01-01
304,Zack Littell,SFG,50.7%,94.5, , ,36.9%,87.9, , , , ,12.4%,85.7, , , ,2022.0,2022-01-01
305,Thomas Hatch,TOR,43.7%,94.5,40.8%,88.1, , , , ,15.5%,83.6, , , , , ,2022.0,2022-01-01
306,Aaron Bummer,CHW,64.1%,94.5,27.1%,82.0,8.1%,86.2, , ,0.7%,89.0, , , , , ,2022.0,2022-01-01
307,Andrew Nardi,MIA,62.3%,94.5,31.8%,84.0, , , , ,5.9%,89.1, , , , , ,2022.0,2022-01-01
308,Josiah Gray,WSN,43.0%,94.5,29.3%,85.8, , ,24.8%,82.8,2.9%,88.1, , , , ,0.1%,2022.0,2022-01-01
309,Luis Patino,TBR,57.2%,94.5,29.9%,84.3, , , , ,12.9%,85.5, , , , ,1.0%,2022.0,2022-01-01
310,Anthony Kay,TOR,61.5%,94.5,33.3%,82.9, , ,5.1%,79.0, , , , , , , ,2022.0,2022-01-01
311,Seth Lugo,NYM,50.9%,94.5,13.4%,89.0, , ,34.0%,79.9,1.7%,87.7, , , , ,0.4%,2022.0,2022-01-01
312,Joey Krehbiel,BAL,34.5%,94.5,28.7%,86.3, , ,3.5%,79.8,33.4%,84.4, , , , ,0.4%,2022.0,2022-01-01
313,Tarik Skubal,DET,47.9%,94.4,30.7%,89.4, , ,6.4%,76.9,15.0%,83.6, , , , , ,2022.0,2022-01-01
314,Hector Neris,HOU,62.5%,94.4,6.6%,87.7, , , , , , ,30.8%,85.1, , , ,2022.0,2022-01-01
315,Ryan Hendrix,CIN,46.9%,94.4, , , , ,44.1%,84.9,9.1%,90.5, , , , ,2.8%,2022.0,2022-01-01
316,Shelby Miller,SFG,44.9%,94.4,55.1%,82.1, , , , , , , , , , ,3.1%,2022.0,2022-01-01
317,Michael Grove,LAD,51.1%,94.4,20.1%,85.0, , ,28.8%,79.2, , , , , , ,0.8%,2022.0,2022-01-01
318,Andrew Bellatti,PHI,40.4%,94.4,52.4%,85.9, , , , ,7.2%,89.6, , , , ,0.4%,2022.0,2022-01-01
319,Adam Ottavino,NYM,44.8%,94.4,42.8%,81.1,5.2%,87.9, , , , ,7.2%,89.0, , ,0.7%,2022.0,2022-01-01
320,John Brebbia,SFG,46.2%,94.4,53.8%,84.0, , , , , , , , , , ,0.7%,2022.0,2022-01-01
321,Jake McGee,- - -,82.8%,94.4,17.2%,85.3, , , , , , , , , , ,0.6%,2022.0,2022-01-01
322,Ryan Burr,CHW,53.0%,94.4,6.0%,80.1,40.9%,88.1, , , , , , , , , ,2022.0,2022-01-01
323,Garrett Richards,TEX,25.3%,94.4,37.7%,88.6, , ,2.3%,76.9,34.7%,90.0, , , , , ,2022.0,2022-01-01
324,Chris Devenski,- - -,43.6%,94.4,14.9%,82.1, , ,1.2%,77.0,40.2%,83.2, , , , , ,2022.0,2022-01-01
325,Spencer Howard,TEX,50.3%,94.4,35.5%,84.8, , ,10.8%,75.1,3.3%,79.3, , , , ,0.1%,2022.0,2022-01-01
326,Michael Fulmer,- - -,28.4%,94.4,63.5%,90.3, , ,2.1%,78.9,6.0%,86.5, , , , ,2.3%,2022.0,2022-01-01
327,Anthony Banda,- - -,52.6%,94.4, , , , ,10.0%,81.5,37.4%,86.6, , , , ,0.9%,2022.0,2022-01-01
328,Jimmy Lambert,CHW,44.6%,94.4,33.0%,84.5, , ,8.2%,76.9,14.2%,85.4, , , , ,0.1%,2022.0,2022-01-01
329,Giovanny Gallegos,STL,47.9%,94.4,47.2%,85.6, , , , ,5.0%,87.1, , , , ,0.2%,2022.0,2022-01-01
330,Jorge Alcala,MIN,37.5%,94.3,55.0%,86.2, , , , ,7.5%,86.7, , , , , ,2022.0,2022-01-01
331,Sean Newcomb,- - -,55.8%,94.3,32.6%,88.4, , ,10.7%,78.9,0.9%,86.6, , , , , ,2022.0,2022-01-01
332,Taylor Rogers,- - -,42.9%,94.3,57.1%,80.9, , , , , , , , , , ,0.7%,2022.0,2022-01-01
333,Darwinzon Hernandez,BOS,61.0%,94.3,25.8%,84.2, , ,13.2%,78.4, , , , , , , ,2022.0,2022-01-01
334,Fernando Cruz,CIN,26.2%,94.3,44.6%,86.7, , , , , , ,29.2%,81.7, , , ,2022.0,2022-01-01
335,Angel De Jesus,DET,55.7%,94.3,41.1%,84.0, , , , ,3.1%,87.7, , , , , ,2022.0,2022-01-01
336,Jeff Hoffman,CIN,52.0%,94.3,23.7%,81.3, , , , ,24.3%,87.7, , , , ,0.4%,2022.0,2022-01-01
337,Kyle Muller,ATL,46.8%,94.3,23.6%,86.9, , ,19.7%,80.9,9.9%,88.2, , , , , ,2022.0,2022-01-01
338,Michael Lorenzen,LAA,44.1%,94.3,20.3%,83.4,11.3%,90.4,2.1%,81.3,22.2%,85.8, , , , ,0.1%,2022.0,2022-01-01
339,A.J. Alexy,TEX,55.9%,94.3,22.4%,83.9, , ,13.2%,78.7,8.6%,88.4, , , , , ,2022.0,2022-01-01
340,Beau Brieske,DET,53.3%,94.3,20.7%,86.2, , ,3.8%,78.1,22.1%,82.0, , , , , ,2022.0,2022-01-01
341,Nick Lodolo,CIN,58.8%,94.2,30.6%,81.5,0.1%,92.0, , ,10.6%,88.3, , , , , ,2022.0,2022-01-01
342,Miguel Sanchez,MIL,38.9%,94.2,9.0%,82.5, , , , ,52.1%,89.0, , , , ,3.3%,2022.0,2022-01-01
343,Heath Hembree,- - -,52.0%,94.2,44.9%,84.2, , ,3.0%,79.7, , , , , , ,1.5%,2022.0,2022-01-01
344,Ryan Feltner,COL,55.5%,94.2,28.7%,84.4, , ,9.6%,77.9,6.3%,83.8, , , , , ,2022.0,2022-01-01
345,Alex Vesia,LAD,63.1%,94.2,32.4%,85.0, , , , ,4.5%,85.7, , , , ,0.4%,2022.0,2022-01-01
346,Phil Bickford,LAD,68.1%,94.2,31.9%,83.3, , , , , , , , , , , ,2022.0,2022-01-01
347,Antonio Senzatela,COL,59.3%,94.2,26.9%,86.1, , ,6.4%,78.2,7.4%,86.9, , , , , ,2022.0,2022-01-01
348,Jameson Taillon,NYY,46.8%,94.2,18.8%,86.2,11.2%,90.7,14.8%,81.2,8.4%,87.8, , , , ,0.0%,2022.0,2022-01-01
349,Zac Gallen,ARI,48.1%,94.2,6.3%,89.1,9.3%,90.4,22.0%,81.6,14.3%,86.3, , , , ,0.0%,2022.0,2022-01-01
350,Matt Strahm,BOS,52.7%,94.2,20.9%,88.7, , ,17.0%,82.7,9.3%,88.2, , , , ,0.5%,2022.0,2022-01-01
351,Jackson Stephens,ATL,58.1%,94.2,3.4%,86.9, , ,28.8%,76.8,9.7%,86.0, , , , ,1.7%,2022.0,2022-01-01
352,Amir Garrett,KCR,43.5%,94.2,56.5%,84.8, , , , , , , , , , , ,2022.0,2022-01-01
353,Eduard Bazardo,BOS,44.9%,94.1,44.5%,82.2, , , , ,10.6%,90.0, , , , , ,2022.0,2022-01-01
354,Drew Steckenrider,SEA,65.0%,94.1,11.5%,82.3, , , , ,23.4%,87.0, , , , , ,2022.0,2022-01-01
355,Angel Zerpa,KCR,59.1%,94.1,25.8%,83.5, , , , ,15.1%,87.0, , , , , ,2022.0,2022-01-01
356,Phillips Valdez,BOS,44.9%,94.1,9.1%,84.1, , , , ,46.0%,87.0, , , , , ,2022.0,2022-01-01
357,Bennett Sousa,CHW,42.7%,94.1,57.3%,87.3, , , , , , , , , , ,0.8%,2022.0,2022-01-01
358,Ken Waldichuk,OAK,56.5%,94.1,21.0%,81.1, , ,8.0%,75.3,14.5%,82.4, , , , , ,2022.0,2022-01-01
359,Tyler Matzek,ATL,76.7%,94.1,22.9%,83.2, , ,0.4%,79.7, , , , , , ,1.1%,2022.0,2022-01-01
360,Brad Keller,KCR,58.4%,94.1,36.1%,87.0, , , , ,5.5%,90.2, , , , ,0.2%,2022.0,2022-01-01
361,Victor Arano,WSN,53.1%,94.1,46.9%,84.9, , , , , , , , , , , ,2022.0,2022-01-01
362,Tommy Nance,MIA,42.3%,94.1,18.4%,87.0, , ,39.3%,85.3, , , , , , ,1.6%,2022.0,2022-01-01
363,Corbin Martin,ARI,54.8%,94.1,11.4%,88.9, , ,17.2%,84.1,16.6%,87.8, , , , , ,2022.0,2022-01-01
364,James Kaprielian,OAK,54.4%,94.1,23.1%,85.0, , ,12.5%,79.4,10.0%,85.3, , , , , ,2022.0,2022-01-01
365,Austin Davis,- - -,45.6%,94.1,38.4%,80.5, , , , ,16.0%,86.4, , , , ,0.4%,2022.0,2022-01-01
366,Travis Lakins Sr.,BAL,37.5%,94.1,21.2%,82.8,21.6%,91.7,8.7%,80.4,11.1%,88.7, , , , , ,2022.0,2022-01-01
367,Max Scherzer,NYM,45.4%,94.1,23.4%,85.0,9.4%,89.3,9.2%,75.0,12.6%,84.2, , , , , ,2022.0,2022-01-01
368,Davis Martin,CHW,46.3%,94.1,32.3%,84.3, , ,10.6%,79.8,10.8%,85.9, , , , ,0.4%,2022.0,2022-01-01
369,Josh Winder,MIN,40.5%,94.1,33.2%,84.3, , ,12.2%,81.1,14.1%,88.9, , , , , ,2022.0,2022-01-01
370,Ian Anderson,ATL,48.0%,94.0, , , , ,18.7%,81.8,33.4%,88.2, , , , , ,2022.0,2022-01-01
371,Daniel Lynch,KCR,46.2%,94.0,30.4%,86.0, , ,5.1%,81.1,18.3%,84.9, , , , ,0.3%,2022.0,2022-01-01
372,Dillon Tate,BAL,51.5%,94.0,24.8%,80.3, , , , ,23.7%,83.9, , , , ,0.7%,2022.0,2022-01-01
373,Luis Garcia,HOU,42.3%,94.0,8.6%,79.6,29.5%,85.3,10.3%,77.2,9.4%,84.9, , , , , ,2022.0,2022-01-01
374,Jhon Romero,MIN,54.4%,94.0,30.0%,82.9, , , , ,15.6%,83.2, , , , , ,2022.0,2022-01-01
375,Taylor Widener,ARI,68.1%,94.0,20.2%,85.0, , ,1.2%,80.3,10.4%,84.9, , , , ,2.1%,2022.0,2022-01-01
376,Ryan Pepiot,LAD,56.2%,94.0,18.2%,86.7, , , , ,25.6%,86.8, , , , , ,2022.0,2022-01-01
377,Ethan Roberts,CHC,9.6%,94.0,26.0%,82.9,58.2%,93.2,6.2%,80.6, , , , , , , ,2022.0,2022-01-01
378,Framber Valdez,HOU,52.8%,94.0, , ,10.5%,83.0,27.8%,79.1,8.9%,88.7, , , , , ,2022.0,2022-01-01
379,Dany Jimenez,OAK,38.4%,94.0, , , , ,61.2%,82.0,0.4%,79.0, , , , ,2.4%,2022.0,2022-01-01
380,Jose Berrios,TOR,53.7%,94.0, , , , ,30.9%,83.0,15.4%,84.7, , , , , ,2022.0,2022-01-01
381,Devin Williams,MIL,37.7%,94.0, , ,4.2%,87.0, , ,58.1%,83.5, , , , ,0.2%,2022.0,2022-01-01
382,John Schreiber,BOS,54.8%,94.0,37.7%,82.2, , , , ,7.5%,88.5, , , , , ,2022.0,2022-01-01
383,Josh Winckowski,BOS,51.6%,94.0,28.5%,84.8,10.5%,88.7, , ,9.5%,89.9, , , , ,0.3%,2022.0,2022-01-01
384,Luke Bard,- - -,35.3%,94.0,29.0%,86.7,11.2%,90.7,19.9%,78.2,4.6%,85.8, , , , , ,2022.0,2022-01-01
385,Matt Moore,TEX,45.0%,94.0, , , , ,38.2%,83.6,16.8%,85.1, , , , ,0.6%,2022.0,2022-01-01
386,Adrian Houser,MIL,65.5%,94.0,13.4%,85.0, , ,11.7%,81.2,9.5%,85.5, , , , ,0.3%,2022.0,2022-01-01
387,Max Fried,ATL,46.0%,93.9,18.5%,87.4, , ,21.6%,74.3,14.0%,86.6, , , , ,0.2%,2022.0,2022-01-01
388,Michael Feliz,BOS,45.9%,93.9,41.0%,82.4, , , , ,13.1%,86.5, , , , , ,2022.0,2022-01-01
389,Ian Hamilton,MIN,52.4%,93.9,47.6%,86.7, , , , , , , , , , , ,2022.0,2022-01-01
390,Juan Minaya,MIN,47.7%,93.9,15.5%,85.8, , , , ,36.8%,88.5, , , , , ,2022.0,2022-01-01
391,Silvino Bracho,ATL,19.1%,93.9,23.4%,79.9, , ,2.1%,78.0,51.1%,81.4,4.3%,78.5, , ,27.7%,2022.0,2022-01-01
392,Louie Varland,MIN,47.7%,93.9,19.2%,83.3,18.5%,89.1, , ,14.6%,83.8, , , , ,1.0%,2022.0,2022-01-01
