#,Name,Team,IP,Events,EV,maxEV,LA,Barrels,Barrel%,HardHit,HardHit%,ERA,xERA,Year,YearDate
420,Nabil Crismatt,SDP,81.1,248,88.9,111.7,10.0,17,6.9%,85,34.3%,3.76,4.12,2021.0,2021-01-01
421,Bailey Falter,PHI,33.2,97,88.9,109.6,15.4,6,6.2%,36,37.1%,5.61,3.55,2021.0,2021-01-01
422,Andrew Kittredge,TBR,71.2,187,88.9,116.1,5.0,14,7.5%,69,36.9%,1.88,3.01,2021.0,2021-01-01
423,Nick Neidert,MIA,35.2,108,88.9,110.9,17.9,9,8.3%,39,36.1%,4.54,5.99,2021.0,2021-01-01
424,Vladimir Gutierrez,CIN,114.0,358,88.9,112.6,13.7,30,8.4%,135,37.7%,4.74,4.57,2021.0,2021-01-01
425,Jameson Taillon,NYY,144.1,413,88.9,114.5,20.9,34,8.2%,166,40.2%,4.30,3.89,2021.0,2021-01-01
426,Ralph Garza,- - -,30.1,83,88.9,113.8,11.9,6,7.2%,33,39.8%,3.56,4.27,2021.0,2021-01-01
427,German Marquez,COL,180.0,512,88.9,111.9,5.2,27,5.3%,199,38.9%,4.40,4.06,2021.0,2021-01-01
428,Anthony DeSclafani,SFG,167.2,480,88.9,115.7,11.6,39,8.1%,185,38.5%,3.17,3.89,2021.0,2021-01-01
429,Brad Brach,CIN,30.0,87,88.9,113.6,14.3,8,9.2%,31,35.6%,6.30,4.76,2021.0,2021-01-01
430,Keynan Middleton,SEA,31.0,95,88.9,111.6,18.1,9,9.5%,30,31.6%,4.94,5.05,2021.0,2021-01-01
431,Paul Campbell,MIA,26.2,86,88.9,110.0,14.2,11,12.8%,29,33.7%,6.41,5.51,2021.0,2021-01-01
432,Aaron Nola,PHI,180.2,478,88.9,116.0,14.4,34,7.1%,178,37.2%,4.63,3.35,2021.0,2021-01-01
433,JoJo Romero,PHI,9.0,31,88.9,106.2,5.5,3,9.7%,10,32.3%,7.00,6.03,2021.0,2021-01-01
434,Carlos Carrasco,NYM,53.2,169,89.0,114.2,10.4,14,8.3%,65,38.5%,6.04,4.69,2021.0,2021-01-01
435,Edgar Garcia,- - -,14.2,51,89.0,110.6,9.3,6,11.8%,16,31.4%,12.27,6.23,2021.0,2021-01-01
436,Dustin May,LAD,23.0,51,89.0,114.1,2.6,4,7.8%,20,39.2%,2.74,3.03,2021.0,2021-01-01
437,Andre Scrubb,HOU,19.2,51,89.0,108.0,22.3,7,13.7%,19,37.3%,5.03,6.77,2021.0,2021-01-01
438,Wander Suero,WSN,42.2,127,89.0,109.5,18.9,13,10.2%,55,43.3%,6.33,5.47,2021.0,2021-01-01
439,Jose De Leon,CIN,18.1,45,89.0,107.7,14.6,7,15.6%,20,44.4%,8.35,5.09,2021.0,2021-01-01
440,Sean Nolin,WSN,26.2,88,89.0,110.5,14.9,4,4.5%,36,40.9%,4.39,4.12,2021.0,2021-01-01
441,Giovanny Gallegos,STL,80.1,189,89.0,110.5,20.7,19,10.1%,73,38.6%,3.02,3.08,2021.0,2021-01-01
442,Nestor Cortes,NYY,93.0,244,89.0,114.9,23.7,18,7.4%,88,36.1%,2.90,3.32,2021.0,2021-01-01
443,Bryse Wilson,- - -,74.0,253,89.0,110.7,14.1,25,9.9%,107,42.3%,5.35,5.62,2021.0,2021-01-01
444,Jon Gray,COL,149.0,421,89.0,113.9,9.6,29,6.9%,159,37.8%,4.59,3.92,2021.0,2021-01-01
445,Jeff Hoffman,CIN,73.0,206,89.0,114.4,15.4,15,7.3%,82,39.8%,4.56,4.60,2021.0,2021-01-01
446,J.P. Feyereisen,- - -,56.0,148,89.0,111.5,19.4,12,8.1%,59,39.9%,2.73,3.87,2021.0,2021-01-01
447,Merrill Kelly,ARI,158.0,492,89.0,114.9,12.9,31,6.3%,194,39.4%,4.44,4.48,2021.0,2021-01-01
448,Jay Flaa,- - -,2.2,7,89.0,108.5,27.8,1,14.3%,3,42.9%,13.50,9.06,2021.0,2021-01-01
449,Chris Stratton,PIT,79.1,217,89.0,112.2,13.5,15,6.9%,80,36.9%,3.63,3.76,2021.0,2021-01-01
450,Braxton Garrett,MIA,34.0,105,89.0,111.0,12.3,7,6.7%,41,39.0%,5.03,6.07,2021.0,2021-01-01
451,Jimmy Lambert,CHW,13.0,42,89.0,109.4,23.2,5,11.9%,18,42.9%,6.23,8.16,2021.0,2021-01-01
452,Jordan Romano,TOR,63.0,142,89.1,120.0,12.3,13,9.2%,47,33.1%,2.14,2.62,2021.0,2021-01-01
453,Matt Shoemaker,MIN,60.1,214,89.1,111.5,12.2,21,9.8%,86,40.2%,8.06,6.47,2021.0,2021-01-01
454,Jake Latz,TEX,4.2,15,89.1,104.8,23.6,2,13.3%,8,53.3%,5.79,3.55,2021.0,2021-01-01
455,Jandel Gustave,MIL,18.1,57,89.1,111.5,7.3,4,7.0%,21,36.8%,3.44,4.89,2021.0,2021-01-01
456,Gregory Soto,DET,63.2,159,89.1,111.9,11.1,11,6.9%,57,35.8%,3.39,3.60,2021.0,2021-01-01
457,Josh Tomlin,ATL,49.1,175,89.1,111.0,18.1,15,8.6%,67,38.3%,6.57,5.33,2021.0,2021-01-01
458,Daniel Ponce de Leon,STL,33.1,107,89.1,111.7,19.1,7,6.5%,40,37.4%,6.21,5.44,2021.0,2021-01-01
459,Tony Santillan,CIN,43.1,106,89.1,112.3,17.9,8,7.5%,40,37.7%,2.91,3.98,2021.0,2021-01-01
460,Steven Brault,PIT,27.2,95,89.1,108.7,10.5,9,9.5%,42,44.2%,5.86,5.80,2021.0,2021-01-01
461,Taijuan Walker,NYM,159.0,449,89.1,115.9,12.4,44,9.8%,177,39.4%,4.47,4.60,2021.0,2021-01-01
462,Chad Green,NYY,83.2,199,89.1,115.6,24.9,22,11.1%,86,43.2%,3.12,3.22,2021.0,2021-01-01
463,Sam Hentges,CLE,68.2,218,89.1,114.2,10.9,21,9.6%,92,42.2%,6.68,5.54,2021.0,2021-01-01
464,Wily Peralta,DET,93.2,302,89.1,114.0,8.8,22,7.3%,115,38.1%,3.07,4.82,2021.0,2021-01-01
465,Adrian Sampson,CHC,35.1,103,89.1,110.4,14.2,12,11.7%,44,42.7%,2.80,4.95,2021.0,2021-01-01
466,Marcus Stroman,NYM,179.0,521,89.1,112.4,6.3,34,6.5%,218,41.8%,3.02,4.30,2021.0,2021-01-01
467,Derek Holland,DET,49.2,153,89.1,110.7,11.2,10,6.5%,65,42.5%,5.07,4.15,2021.0,2021-01-01
468,Nick Anderson,TBR,6.0,21,89.1,110.9,28.3,5,23.8%,9,42.9%,4.50,17.90,2021.0,2021-01-01
469,Andres Machado,WSN,35.2,104,89.1,115.6,11.4,7,6.7%,38,36.5%,3.53,3.92,2021.0,2021-01-01
470,Casey Mize,DET,150.1,442,89.1,112.5,9.3,44,10.0%,176,39.8%,3.71,4.92,2021.0,2021-01-01
471,Pierce Johnson,SDP,58.2,139,89.1,108.8,17.4,10,7.2%,49,35.3%,3.22,3.37,2021.0,2021-01-01
472,Robert Stephenson,COL,46.0,125,89.1,110.8,15.4,9,7.2%,46,36.8%,3.13,3.95,2021.0,2021-01-01
473,Bailey Ober,MIN,92.1,263,89.1,111.3,19.7,25,9.5%,110,41.8%,4.19,4.54,2021.0,2021-01-01
474,Ryan Borucki,TOR,23.2,65,89.1,111.3,6.0,5,7.7%,24,36.9%,4.94,4.54,2021.0,2021-01-01
475,Kyle Zimmer,KCR,54.0,147,89.1,112.8,10.7,14,9.5%,56,38.1%,4.83,4.79,2021.0,2021-01-01
476,Kevin Gausman,SFG,192.0,494,89.1,115.3,12.1,35,7.1%,202,40.9%,2.81,3.52,2021.0,2021-01-01
477,Tyler Kinley,COL,70.1,199,89.2,112.4,18.0,13,6.5%,70,35.2%,4.73,3.89,2021.0,2021-01-01
478,Heath Hembree,- - -,58.0,134,89.2,110.8,23.4,14,10.4%,55,41.0%,5.59,3.15,2021.0,2021-01-01
479,Garrett Cleavinger,LAD,18.0,50,89.2,110.8,9.7,3,6.0%,23,46.0%,3.00,4.82,2021.0,2021-01-01
480,Seth Lugo,NYM,46.1,120,89.2,109.8,9.7,10,8.3%,46,38.3%,3.50,4.21,2021.0,2021-01-01
481,Carlos Rodon,CHW,132.2,305,89.2,114.6,18.7,20,6.6%,110,36.1%,2.37,2.68,2021.0,2021-01-01
482,Dane Dunning,TEX,117.2,347,89.2,118.5,6.8,28,8.1%,151,43.5%,4.51,4.76,2021.0,2021-01-01
483,Mike Tauchman,SFG,1.0,6,89.2,100.4,20.3,0,0.0%,3,50.0%,9.00,15.12,2021.0,2021-01-01
484,Evan Phillips,- - -,13.1,41,89.2,114.4,8.8,2,4.9%,16,39.0%,3.38,4.73,2021.0,2021-01-01
485,Spencer Strider,ATL,2.1,8,89.2,104.5,32.3,0,0.0%,3,37.5%,3.86,5.16,2021.0,2021-01-01
486,Dylan Bundy,LAA,90.2,273,89.2,116.4,14.9,28,10.3%,105,38.5%,6.06,4.82,2021.0,2021-01-01
487,Trevor Williams,- - -,91.0,281,89.2,117.1,10.8,20,7.1%,105,37.4%,4.35,4.48,2021.0,2021-01-01
488,Dylan Cease,CHW,165.2,405,89.2,115.2,18.5,40,9.9%,156,38.5%,3.91,3.65,2021.0,2021-01-01
489,Richard Lovelady,KCR,20.2,54,89.2,106.5,6.9,2,3.7%,21,38.9%,3.48,2.72,2021.0,2021-01-01
490,Joe Jimenez,DET,45.1,110,89.2,116.5,22.6,8,7.3%,37,33.6%,5.96,3.89,2021.0,2021-01-01
491,Tucker Davidson,ATL,20.0,57,89.2,107.3,10.0,7,12.3%,23,40.4%,3.60,6.03,2021.0,2021-01-01
492,JT Chargois,- - -,53.2,137,89.2,111.4,12.2,10,7.3%,50,36.5%,2.52,3.73,2021.0,2021-01-01
493,Zac Gallen,ARI,121.1,330,89.2,111.3,12.3,26,7.9%,140,42.4%,4.30,3.95,2021.0,2021-01-01
494,Jesse Biddle,ATL,10.2,30,89.2,109.5,8.1,3,10.0%,9,30.0%,8.44,4.69,2021.0,2021-01-01
495,Travis Lakins Sr.,BAL,28.0,81,89.2,110.3,14.0,6,7.4%,26,32.1%,5.79,5.12,2021.0,2021-01-01
496,Andre Jackson,LAD,11.2,34,89.2,111.4,23.4,3,8.8%,9,26.5%,2.31,3.73,2021.0,2021-01-01
497,Joe Barlow,TEX,29.0,72,89.2,107.5,17.2,4,5.6%,26,36.1%,1.55,3.39,2021.0,2021-01-01
498,Sean Guenther,MIA,20.1,76,89.3,110.8,10.6,5,6.6%,29,38.2%,9.30,5.02,2021.0,2021-01-01
499,Adbert Alzolay,CHC,125.2,352,89.3,114.4,10.8,35,9.9%,133,37.8%,4.58,4.54,2021.0,2021-01-01
500,Dellin Betances,NYM,1.0,2,89.3,93.5,-2.6,0,0.0%,0,0.0%,9.00,6.85,2021.0,2021-01-01
501,Blake Snell,SDP,128.2,308,89.3,112.7,12.5,34,11.0%,126,40.9%,4.20,4.82,2021.0,2021-01-01
502,Duane Underwood Jr.,PIT,72.2,224,89.3,111.5,8.8,17,7.6%,96,42.9%,4.33,5.12,2021.0,2021-01-01
503,Carson Fulmer,CIN,25.2,76,89.3,111.8,7.8,9,11.8%,33,43.4%,6.66,5.02,2021.0,2021-01-01
504,Jake Newberry,KCR,4.1,16,89.3,109.7,10.4,3,18.8%,6,37.5%,16.62,10.67,2021.0,2021-01-01
505,Andrew Heaney,- - -,129.2,361,89.3,113.6,18.5,34,9.4%,141,39.1%,5.83,4.30,2021.0,2021-01-01
506,Andrew Albers,MIN,19.0,67,89.3,115.2,18.2,10,14.9%,31,46.3%,7.58,10.42,2021.0,2021-01-01
507,Frankie Montas,OAK,187.0,507,89.3,114.5,11.6,44,8.7%,214,42.2%,3.37,3.98,2021.0,2021-01-01
508,Riley Smith,ARI,67.1,246,89.3,112.2,10.0,18,7.3%,101,41.1%,6.01,5.26,2021.0,2021-01-01
509,Reynaldo Lopez,CHW,57.2,154,89.3,109.5,13.6,14,9.1%,58,37.7%,3.43,3.76,2021.0,2021-01-01
510,Cole Irvin,OAK,178.1,592,89.3,115.9,16.2,43,7.3%,232,39.2%,4.24,4.92,2021.0,2021-01-01
511,David Hale,PHI,26.2,85,89.3,113.4,11.7,10,11.8%,37,43.5%,6.41,6.03,2021.0,2021-01-01
512,Junior Fernandez,STL,20.2,67,89.4,110.4,7.4,2,3.0%,24,35.8%,5.66,5.84,2021.0,2021-01-01
513,Hoby Milner,MIL,21.2,64,89.4,107.2,17.6,8,12.5%,28,43.8%,5.40,6.68,2021.0,2021-01-01
514,Sal Romano,- - -,25.0,89,89.4,108.7,12.3,8,9.0%,37,41.6%,6.12,6.19,2021.0,2021-01-01
515,Domingo German,NYY,98.1,283,89.4,114.3,14.7,22,7.8%,107,37.8%,4.58,4.09,2021.0,2021-01-01
516,Joey Krehbiel,- - -,8.1,22,89.4,117.1,7.4,2,9.1%,6,27.3%,4.32,3.45,2021.0,2021-01-01
517,Luis Oviedo,PIT,29.2,88,89.4,110.8,10.5,8,9.1%,37,42.0%,8.80,6.11,2021.0,2021-01-01
518,Jake Brentz,KCR,64.0,159,89.4,109.0,7.5,13,8.2%,61,38.4%,3.66,4.42,2021.0,2021-01-01
519,Danny Mendick,CHW,1.0,3,89.4,96.2,10.1,0,0.0%,1,33.3%,0.00,3.63,2021.0,2021-01-01
520,Devin Smeltzer,MIN,4.2,11,89.4,106.9,17.4,0,0.0%,5,45.5%,0.00,4.45,2021.0,2021-01-01
521,Justin Dunn,SEA,50.1,136,89.4,111.9,20.0,12,8.8%,51,37.5%,3.75,4.95,2021.0,2021-01-01
522,Patrick Corbin,WSN,171.2,545,89.4,112.9,9.0,50,9.2%,222,40.7%,5.82,5.62,2021.0,2021-01-01
523,Yimi Garcia,- - -,57.2,158,89.4,115.4,15.4,14,8.9%,59,37.3%,4.21,4.38,2021.0,2021-01-01
524,Eli Morgan,CLE,89.1,272,89.5,115.2,19.4,32,11.8%,115,42.3%,5.34,5.30,2021.0,2021-01-01
525,Carl Edwards Jr.,- - -,5.2,22,89.5,106.4,22.3,2,9.1%,11,50.0%,11.12,4.92,2021.0,2021-01-01
526,Jesus Luzardo,- - -,95.1,287,89.5,115.8,14.3,29,10.1%,112,39.0%,6.61,5.26,2021.0,2021-01-01
527,Erasmo Ramirez,DET,26.2,83,89.5,111.2,19.1,5,6.0%,33,39.8%,5.74,3.65,2021.0,2021-01-01
528,Danny Duffy,KCR,61.0,165,89.5,113.6,17.7,11,6.7%,67,40.6%,2.51,4.21,2021.0,2021-01-01
529,Drew Smith,NYM,41.1,106,89.5,109.6,19.3,10,9.4%,43,40.6%,2.40,3.87,2021.0,2021-01-01
530,Hirokazu Sawamura,BOS,53.0,138,89.5,111.3,11.3,15,10.9%,58,42.0%,3.06,4.24,2021.0,2021-01-01
531,Conner Greene,- - -,25.1,80,89.5,113.9,14.8,4,5.0%,27,33.8%,7.11,4.38,2021.0,2021-01-01
532,Joan Adon,WSN,5.1,11,89.5,111.2,-3.6,1,9.1%,6,54.5%,3.38,4.24,2021.0,2021-01-01
533,Juan Minaya,MIN,40.0,102,89.5,112.0,6.0,6,5.9%,42,41.2%,2.48,3.45,2021.0,2021-01-01
534,Nicklaus Snyder,TEX,3.2,11,89.5,104.7,4.5,0,0.0%,4,36.4%,4.91,6.07,2021.0,2021-01-01
535,Josh James,HOU,5.0,11,89.5,115.2,3.8,1,9.1%,5,45.5%,5.40,2.79,2021.0,2021-01-01
536,Demarcus Evans,TEX,26.1,70,89.5,107.3,27.6,3,4.3%,20,28.6%,5.13,3.55,2021.0,2021-01-01
537,Matt Moore,PHI,73.0,231,89.5,119.6,16.0,20,8.7%,88,38.1%,6.29,4.89,2021.0,2021-01-01
538,Keone Kela,SDP,10.2,32,89.5,108.6,17.7,4,12.5%,13,40.6%,5.06,4.09,2021.0,2021-01-01
539,Chris Flexen,SEA,179.2,572,89.5,114.4,11.5,36,6.3%,217,37.9%,3.61,4.27,2021.0,2021-01-01
540,Matt Harvey,BAL,127.2,445,89.5,115.0,13.3,35,7.9%,182,40.9%,6.27,5.37,2021.0,2021-01-01
541,Josh Rogers,WSN,35.2,113,89.6,111.2,17.8,11,9.7%,47,41.6%,3.28,5.58,2021.0,2021-01-01
542,Cionel Perez,CIN,24.0,66,89.6,110.9,11.3,4,6.1%,28,42.4%,6.38,4.32,2021.0,2021-01-01
543,Hyun-Jin Ryu,TOR,169.0,519,89.6,113.9,9.8,44,8.5%,216,41.6%,4.37,4.45,2021.0,2021-01-01
544,Miguel Sanchez,MIL,26.0,81,89.6,110.7,11.3,7,8.6%,31,38.3%,4.15,5.77,2021.0,2021-01-01
545,Sean Poppen,- - -,22.2,72,89.6,109.9,7.2,5,6.9%,35,48.6%,5.16,5.37,2021.0,2021-01-01
546,Paolo Espino,WSN,109.2,337,89.6,112.2,17.4,39,11.6%,146,43.3%,4.27,4.89,2021.0,2021-01-01
547,Trevor Hildenberger,NYM,2.1,6,89.6,103.9,24.1,1,16.7%,2,33.3%,15.43,8.21,2021.0,2021-01-01
548,Griffin Canning,LAA,62.2,186,89.6,111.3,16.6,17,9.1%,73,39.2%,5.60,4.73,2021.0,2021-01-01
549,Alexander Wells,BAL,42.2,152,89.6,113.8,18.4,13,8.6%,72,47.4%,6.75,6.77,2021.0,2021-01-01
550,Shawn Morimando,MIA,10.1,40,89.6,114.9,11.5,3,7.5%,14,35.0%,9.58,4.76,2021.0,2021-01-01
551,Drew Pomeranz,SDP,25.2,62,89.6,110.8,7.4,3,4.8%,24,38.7%,1.75,3.15,2021.0,2021-01-01
552,Jarlin Garcia,SFG,68.2,181,89.7,110.8,12.6,13,7.2%,73,40.3%,2.62,3.30,2021.0,2021-01-01
553,Alex Wood,SFG,138.2,378,89.7,113.3,7.1,20,5.3%,153,40.5%,3.83,3.89,2021.0,2021-01-01
554,Hyeon-jong Yang,TEX,35.1,118,89.7,113.2,13.6,17,14.4%,50,42.4%,5.60,7.34,2021.0,2021-01-01
555,Nick Nelson,NYY,14.1,37,89.7,105.9,10.4,2,5.4%,16,43.2%,8.79,5.69,2021.0,2021-01-01
556,Jake Odorizzi,HOU,104.2,313,89.7,112.2,17.2,29,9.3%,123,39.3%,4.21,4.66,2021.0,2021-01-01
557,Nick Pivetta,BOS,155.0,416,89.7,116.7,16.7,34,8.2%,167,40.1%,4.53,3.81,2021.0,2021-01-01
558,Bryan Abreu,HOU,36.0,104,89.7,112.9,11.7,7,6.7%,41,39.4%,5.75,4.76,2021.0,2021-01-01
559,Tylor Megill,NYM,89.2,251,89.7,113.3,13.7,25,10.0%,105,41.8%,4.52,3.84,2021.0,2021-01-01
560,Trevor Stephan,CLE,63.1,173,89.7,115.7,16.5,27,15.6%,74,42.8%,4.41,5.30,2021.0,2021-01-01
561,Sam Clay,WSN,45.0,153,89.7,112.0,0.6,9,5.9%,62,40.5%,5.60,4.86,2021.0,2021-01-01
562,Miguel Yajure,PIT,15.0,49,89.7,112.1,16.0,10,20.4%,19,38.8%,8.40,8.73,2021.0,2021-01-01
563,Jorge Lopez,BAL,121.2,377,89.7,117.9,5.7,35,9.3%,164,43.5%,6.07,5.44,2021.0,2021-01-01
564,Brett de Geus,- - -,50.0,164,89.7,117.0,5.0,10,6.1%,62,37.8%,7.56,5.69,2021.0,2021-01-01
565,Shane Bieber,CLE,96.2,234,89.7,115.3,9.6,21,9.0%,101,43.2%,3.17,3.73,2021.0,2021-01-01
566,Shane Greene,- - -,23.2,71,89.7,111.8,20.8,8,11.3%,29,40.8%,7.23,4.32,2021.0,2021-01-01
567,Tyler Matzek,ATL,63.0,148,89.7,114.3,15.8,5,3.4%,56,37.8%,2.57,3.01,2021.0,2021-01-01
568,Drew Anderson,TEX,22.0,75,89.7,110.3,17.4,4,5.3%,28,37.3%,3.27,4.21,2021.0,2021-01-01
569,Chris Devenski,ARI,7.1,27,89.7,112.6,15.1,5,18.5%,10,37.0%,8.59,12.25,2021.0,2021-01-01
570,Yennsy Diaz,NYM,25.0,78,89.8,109.8,20.5,5,6.4%,30,38.5%,5.40,4.42,2021.0,2021-01-01
571,Zach Davies,CHC,148.0,474,89.8,112.2,11.0,43,9.1%,203,42.8%,5.78,6.31,2021.0,2021-01-01
572,Kolby Allard,TEX,124.2,395,89.8,112.9,15.2,42,10.6%,154,39.0%,5.41,5.09,2021.0,2021-01-01
573,Jack Flaherty,STL,78.1,205,89.8,113.2,13.4,19,9.3%,85,41.5%,3.22,4.89,2021.0,2021-01-01
574,Eric Lauer,MIL,118.2,329,89.8,115.9,18.2,27,8.2%,121,36.8%,3.19,3.84,2021.0,2021-01-01
575,Luis Patino,TBR,77.1,227,89.8,115.5,20.6,19,8.4%,91,40.1%,4.31,4.32,2021.0,2021-01-01
576,Erick Fedde,WSN,133.1,410,89.8,113.7,7.3,38,9.3%,164,40.0%,5.47,4.89,2021.0,2021-01-01
577,R.J. Alaniz,CIN,2.2,6,89.8,104.2,22.9,1,16.7%,3,50.0%,3.38,12.63,2021.0,2021-01-01
578,Shea Spitzbarth,PIT,5.0,18,89.8,110.6,32.1,2,11.1%,5,27.8%,3.60,5.88,2021.0,2021-01-01
579,Jonathan Stiever,CHW,0.0,4,89.8,94.6,16.1,0,0.0%,0,0.0%,27.00,55.21,2021.0,2021-01-01
580,Keegan Akin,BAL,95.0,303,89.8,114.4,17.8,29,9.6%,130,42.9%,6.63,5.30,2021.0,2021-01-01
581,Carlos Martinez,STL,82.1,259,89.8,113.6,8.4,22,8.5%,110,42.5%,6.23,6.03,2021.0,2021-01-01
582,Luis Garcia,STL,33.1,92,89.8,112.0,8.7,6,6.5%,42,45.7%,3.24,3.32,2021.0,2021-01-01
583,Liam Hendriks,CHW,71.0,146,89.8,113.8,19.4,14,9.6%,57,39.0%,2.54,2.00,2021.0,2021-01-01
584,Luis Gil,NYY,29.1,71,89.8,115.7,23.0,5,7.0%,28,39.4%,3.07,3.89,2021.0,2021-01-01
585,Matt Barnes,BOS,54.2,116,89.8,115.0,18.0,11,9.5%,48,41.4%,3.79,2.72,2021.0,2021-01-01
586,John Nogowski,PIT,3.0,16,89.8,107.5,8.3,1,6.3%,5,31.3%,15.00,5.62,2021.0,2021-01-01
587,Carlos Hernandez,KCR,85.2,239,89.8,122.2,15.2,17,7.1%,93,38.9%,3.68,4.35,2021.0,2021-01-01
588,Nick Margevicius,SEA,12.0,40,89.8,111.3,15.4,3,7.5%,17,42.5%,8.25,5.51,2021.0,2021-01-01
589,Lance McCullers Jr.,HOU,162.1,413,89.8,117.3,5.1,22,5.3%,167,40.4%,3.16,3.39,2021.0,2021-01-01
590,Kyle Ryan,CHC,13.1,48,89.8,109.3,0.6,4,8.3%,25,52.1%,6.75,5.96,2021.0,2021-01-01
591,John Brebbia,SFG,18.1,59,89.8,108.4,19.6,4,6.8%,21,35.6%,5.89,3.60,2021.0,2021-01-01
592,Mike Foltynewicz,TEX,139.0,444,89.8,116.5,16.1,41,9.2%,189,42.6%,5.44,5.30,2021.0,2021-01-01
593,Anthony Castro,TOR,24.2,66,89.8,105.9,13.9,8,12.1%,31,47.0%,4.74,3.78,2021.0,2021-01-01
594,Taylor Widener,ARI,70.1,202,89.9,111.9,17.8,19,9.4%,90,44.6%,4.35,5.54,2021.0,2021-01-01
595,Luis Guillorme,NYM,1.0,6,89.9,102.1,16.4,0,0.0%,2,33.3%,18.00,17.58,2021.0,2021-01-01
596,Cesar Valdez,BAL,46.0,150,89.9,115.9,8.2,10,6.7%,64,42.7%,5.87,5.12,2021.0,2021-01-01
597,Edwin Uceta,LAD,20.1,55,89.9,110.5,23.1,6,10.9%,20,36.4%,6.64,4.48,2021.0,2021-01-01
598,Seth Elledge,STL,11.2,33,89.9,110.1,13.1,3,9.1%,13,39.4%,4.63,5.30,2021.0,2021-01-01
599,J.B. Bukauskas,ARI,17.1,60,89.9,108.3,9.8,7,11.7%,23,38.3%,7.79,5.62,2021.0,2021-01-01
600,Michael Wacha,TBR,124.2,372,89.9,118.6,13.3,39,10.5%,159,42.7%,5.05,5.51,2021.0,2021-01-01
601,Will Vest,SEA,35.0,108,89.9,112.2,10.0,6,5.6%,40,37.0%,6.17,5.40,2021.0,2021-01-01
602,Jordan Lyles,TEX,180.0,560,89.9,115.5,15.3,51,9.1%,233,41.6%,5.15,5.37,2021.0,2021-01-01
603,Ryan Feltner,COL,6.1,21,89.9,111.2,28.1,3,14.3%,7,33.3%,11.37,8.21,2021.0,2021-01-01
604,Derek Law,MIN,15.0,45,89.9,109.3,10.8,4,8.9%,19,42.2%,4.20,5.23,2021.0,2021-01-01
605,Luke Weaver,ARI,65.2,192,89.9,112.2,14.7,18,9.4%,79,41.1%,4.25,4.60,2021.0,2021-01-01
606,Jacob Barnes,- - -,28.2,83,90.0,112.4,10.3,8,9.6%,33,39.8%,6.28,4.32,2021.0,2021-01-01
607,Tyler Wells,BAL,57.0,146,90.0,117.1,24.8,16,11.0%,60,41.1%,4.11,3.60,2021.0,2021-01-01
608,John Gant,- - -,110.0,322,90.0,111.8,10.1,19,5.9%,125,38.8%,4.09,5.16,2021.0,2021-01-01
609,Brad Keller,KCR,133.2,422,90.0,114.1,7.9,46,10.9%,187,44.3%,5.39,6.47,2021.0,2021-01-01
610,Danny Coulombe,MIN,34.1,99,90.0,112.6,10.4,7,7.1%,39,39.4%,3.67,3.39,2021.0,2021-01-01
611,Jake Diekman,OAK,60.2,141,90.0,108.7,16.6,15,10.6%,56,39.7%,3.86,4.45,2021.0,2021-01-01
612,Ross Stripling,TOR,101.1,305,90.0,119.0,17.2,31,10.2%,122,40.0%,4.80,4.95,2021.0,2021-01-01
613,Sam Moll,OAK,10.1,29,90.0,109.5,6.5,3,10.3%,11,37.9%,3.48,4.15,2021.0,2021-01-01
614,Ryan Meisinger,CHC,7.1,27,90.0,111.8,18.9,1,3.7%,11,40.7%,12.27,3.39,2021.0,2021-01-01
615,Domingo Tapia,- - -,33.2,94,90.0,115.0,9.2,4,4.3%,40,42.6%,2.67,3.89,2021.0,2021-01-01
616,Daniel Robertson,MIL,1.0,4,90.0,108.1,9.6,1,25.0%,2,50.0%,0.00,6.85,2021.0,2021-01-01
617,Humberto Mejia,ARI,22.1,76,90.0,110.8,17.1,6,7.9%,26,34.2%,7.25,5.69,2021.0,2021-01-01
618,Isaac Mattson,BAL,4.1,15,90.0,107.1,25.2,2,13.3%,7,46.7%,6.23,7.21,2021.0,2021-01-01
619,Jaime Barria,LAA,56.2,194,90.0,115.1,14.2,12,6.2%,81,41.8%,4.61,5.73,2021.0,2021-01-01
620,Tanner Scott,BAL,54.0,138,90.1,112.4,5.3,7,5.1%,49,35.5%,5.17,4.60,2021.0,2021-01-01
621,Nate Jones,- - -,19.0,60,90.1,112.8,18.4,7,11.7%,27,45.0%,5.68,5.77,2021.0,2021-01-01
622,Keegan Thompson,CHC,53.1,155,90.1,111.9,12.9,14,9.0%,68,43.9%,3.38,5.33,2021.0,2021-01-01
623,Corey Knebel,LAD,25.2,62,90.1,118.4,12.2,3,4.8%,17,27.4%,2.45,2.92,2021.0,2021-01-01
624,Logan Gilbert,SEA,119.1,341,90.1,115.3,19.2,30,8.8%,152,44.6%,4.68,4.09,2021.0,2021-01-01
625,Peter Solomon,HOU,14.0,37,90.1,105.2,10.2,1,2.7%,15,40.5%,1.29,3.73,2021.0,2021-01-01
626,Pedro Avila,SDP,4.0,12,90.1,110.6,17.8,2,16.7%,5,41.7%,2.25,8.21,2021.0,2021-01-01
627,Jake Faria,ARI,32.2,107,90.1,107.5,14.8,10,9.3%,43,40.2%,5.51,4.21,2021.0,2021-01-01
628,James Karinchak,CLE,55.1,123,90.1,111.1,18.4,11,8.9%,50,40.7%,4.07,3.57,2021.0,2021-01-01
