#,Name,Team,BABIP,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,RS,RS/9,Balls,Strikes,Pitches,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Year,YearDate
163,Albert Abreu,- - -,.288,1.75,18.5%,51.9%,29.6%,9.4%,15.6%,36,8.38,287,420,707,32.1%,37.6%,30.3%,22.9%,53.2%,23.9%,2022.0,2022-01-01
164,Ryan Weathers,SDP,.429,1.75,21.4%,50.0%,28.6%,25.0%,0.0%,5,12.27,38,51,89,42.9%,28.6%,28.6%,7.1%,64.3%,28.6%,2022.0,2022-01-01
165,Sandy Alcantara,MIA,.262,1.74,16.0%,53.4%,30.6%,11.7%,8.5%,81,3.19,1017,2231,3248,40.8%,36.3%,22.9%,21.5%,52.1%,26.5%,2022.0,2022-01-01
166,Dustin May,LAD,.237,1.74,19.2%,51.3%,29.5%,13.0%,13.0%,17,5.10,177,297,474,43.0%,31.6%,25.3%,24.1%,53.2%,22.8%,2022.0,2022-01-01
167,Josh Winckowski,BOS,.322,1.74,18.3%,51.9%,29.9%,5.6%,13.9%,42,5.37,440,754,1194,40.3%,33.3%,26.3%,14.8%,54.7%,30.5%,2022.0,2022-01-01
168,Daniel Bard,COL,.221,1.73,18.4%,51.7%,29.9%,18.2%,6.8%,17,2.54,341,612,953,30.4%,44.6%,25.0%,19.6%,53.4%,27.0%,2022.0,2022-01-01
169,Max Fried,ATL,.280,1.73,19.2%,51.2%,29.6%,9.1%,7.8%,86,4.18,981,1837,2818,39.7%,34.7%,25.6%,19.9%,55.6%,24.5%,2022.0,2022-01-01
170,Joel Payamps,- - -,.303,1.73,16.7%,52.8%,30.6%,21.8%,12.7%,31,5.01,362,590,952,47.3%,33.0%,19.8%,20.9%,52.7%,26.4%,2022.0,2022-01-01
171,Martin Perez,TEX,.295,1.73,18.8%,51.4%,29.8%,7.1%,6.5%,106,4.86,1094,1885,2979,39.4%,37.5%,23.1%,14.6%,59.7%,25.7%,2022.0,2022-01-01
172,Ronald Bolanos,KCR,.310,1.72,18.3%,51.7%,30.0%,5.6%,11.1%,6,2.95,146,186,332,41.7%,36.7%,21.7%,11.7%,56.7%,31.7%,2022.0,2022-01-01
173,Mitch Keller,PIT,.320,1.72,22.4%,49.0%,28.5%,9.6%,10.4%,59,3.34,991,1670,2661,34.2%,38.4%,27.5%,16.6%,55.6%,27.9%,2022.0,2022-01-01
174,Jose Urena,- - -,.312,1.71,21.3%,49.7%,29.0%,6.4%,11.7%,26,2.41,633,989,1622,45.8%,32.0%,22.2%,17.2%,50.2%,32.6%,2022.0,2022-01-01
175,Tyler Duffey,MIN,.303,1.71,29.2%,44.6%,26.2%,2.9%,23.5%,13,2.66,277,464,741,48.1%,31.8%,20.2%,13.2%,56.6%,30.2%,2022.0,2022-01-01
176,Cionel Perez,BAL,.284,1.70,18.6%,51.3%,30.1%,0.0%,4.3%,39,6.09,324,577,901,33.1%,40.8%,26.1%,10.8%,62.4%,26.8%,2022.0,2022-01-01
177,Reed Garrett,WSN,.364,1.70,18.2%,51.5%,30.3%,10.0%,10.0%,1,0.96,77,119,196,35.3%,32.4%,32.4%,11.8%,52.9%,35.3%,2022.0,2022-01-01
178,Rafael Montero,HOU,.260,1.70,15.9%,52.9%,31.2%,13.2%,5.7%,24,3.16,398,695,1093,39.0%,33.7%,27.3%,19.8%,58.1%,22.1%,2022.0,2022-01-01
179,Jackson Kowar,KCR,.460,1.69,20.4%,50.0%,29.6%,6.3%,25.0%,6,3.45,114,197,311,50.0%,24.1%,25.9%,20.4%,46.3%,33.3%,2022.0,2022-01-01
180,Chase Anderson,CIN,.237,1.68,17.7%,51.6%,30.6%,10.5%,15.8%,11,4.13,204,289,493,50.0%,33.9%,16.1%,21.0%,53.2%,25.8%,2022.0,2022-01-01
181,Jackson Stephens,ATL,.289,1.68,26.3%,46.3%,27.5%,15.9%,6.8%,32,5.37,327,617,944,35.8%,34.0%,30.2%,19.8%,55.6%,24.7%,2022.0,2022-01-01
182,Cody Poteet,MIA,.244,1.68,18.3%,51.2%,30.5%,0.0%,16.0%,12,3.86,162,286,448,51.2%,30.5%,18.3%,9.8%,58.5%,31.7%,2022.0,2022-01-01
183,Hoby Milner,MIL,.309,1.68,22.0%,48.9%,29.1%,5.7%,9.4%,26,3.62,404,684,1088,37.6%,35.5%,26.9%,22.0%,52.2%,25.8%,2022.0,2022-01-01
184,Yohan Ramirez,- - -,.267,1.68,21.0%,49.5%,29.5%,19.4%,12.9%,20,4.82,237,383,620,34.9%,40.4%,24.8%,19.3%,54.1%,26.6%,2022.0,2022-01-01
185,Shane McClanahan,TBR,.251,1.67,19.7%,50.2%,30.1%,7.4%,15.7%,69,3.73,817,1646,2463,41.7%,34.1%,24.2%,12.8%,58.8%,28.4%,2022.0,2022-01-01
186,Craig Stammen,SDP,.298,1.67,18.8%,50.8%,30.5%,0.0%,23.1%,26,5.75,263,438,701,45.0%,39.5%,15.5%,10.9%,57.4%,31.8%,2022.0,2022-01-01
187,Ryan Thompson,TBR,.280,1.67,18.1%,51.2%,30.7%,12.8%,10.3%,24,5.06,224,455,679,46.5%,34.1%,19.4%,20.2%,52.7%,27.1%,2022.0,2022-01-01
188,Austin Brice,PIT,.211,1.67,15.8%,52.6%,31.6%,16.7%,0.0%,4,5.40,39,67,106,52.6%,26.3%,21.1%,26.3%,42.1%,31.6%,2022.0,2022-01-01
189,James Naile,STL,.214,1.67,20.0%,50.0%,30.0%,0.0%,22.2%,7,7.00,41,85,126,40.0%,26.7%,33.3%,13.3%,56.7%,30.0%,2022.0,2022-01-01
190,Cody Sedlock,BAL,.500,1.67,33.3%,41.7%,25.0%,0.0%,0.0%,0,0.00,25,46,71,25.0%,50.0%,25.0%,16.7%,41.7%,41.7%,2022.0,2022-01-01
191,Michael King,NYY,.281,1.67,24.8%,47.0%,28.2%,21.2%,9.1%,20,3.53,266,510,776,41.0%,35.9%,23.1%,24.8%,50.4%,24.8%,2022.0,2022-01-01
192,Ernie Clement,CLE,.444,1.67,27.3%,45.5%,27.3%,0.0%,66.7%,1,4.50,16,26,42,45.5%,9.1%,45.5%,0.0%,63.6%,36.4%,2022.0,2022-01-01
193,Luis Gil,NYY,.417,1.67,33.3%,41.7%,25.0%,33.3%,0.0%,6,13.50,29,54,83,33.3%,16.7%,50.0%,16.7%,50.0%,33.3%,2022.0,2022-01-01
194,Mason Thompson,WSN,.230,1.67,14.7%,53.3%,32.0%,12.5%,8.3%,7,2.55,132,236,368,39.5%,30.3%,30.3%,21.1%,55.3%,23.7%,2022.0,2022-01-01
195,Cooper Criswell,TBR,.250,1.67,0.0%,62.5%,37.5%,0.0%,0.0%,1,2.70,13,32,45,37.5%,50.0%,12.5%,12.5%,62.5%,25.0%,2022.0,2022-01-01
196,Yunior Marte,SFG,.307,1.64,21.8%,48.6%,29.6%,11.9%,11.9%,25,4.69,315,541,856,42.3%,35.2%,22.5%,20.4%,59.2%,20.4%,2022.0,2022-01-01
197,Jhonathan Diaz,LAA,.273,1.64,17.8%,51.1%,31.1%,7.1%,7.1%,5,2.93,101,135,236,48.9%,26.7%,24.4%,6.7%,55.6%,37.8%,2022.0,2022-01-01
198,Adam Ottavino,NYM,.276,1.64,16.5%,51.9%,31.6%,12.0%,12.0%,30,4.11,377,680,1057,43.7%,36.1%,20.3%,22.2%,55.1%,22.8%,2022.0,2022-01-01
199,DL Hall,BAL,.436,1.64,25.6%,46.2%,28.2%,0.0%,0.0%,7,4.61,88,181,269,35.9%,33.3%,30.8%,28.2%,48.7%,23.1%,2022.0,2022-01-01
200,Juan Minaya,MIN,.308,1.63,19.2%,50.0%,30.8%,12.5%,0.0%,6,5.59,64,110,174,50.0%,34.6%,15.4%,19.2%,57.7%,23.1%,2022.0,2022-01-01
201,Hirokazu Sawamura,BOS,.273,1.62,19.1%,50.0%,30.9%,12.8%,8.5%,30,5.33,316,524,840,48.1%,29.2%,22.7%,16.2%,46.1%,37.7%,2022.0,2022-01-01
202,Packy Naughton,STL,.364,1.61,19.8%,49.5%,30.7%,6.5%,9.7%,12,3.38,206,356,562,42.2%,38.2%,19.6%,14.7%,59.8%,25.5%,2022.0,2022-01-01
203,Mike Baumann,BAL,.357,1.61,17.5%,50.9%,31.6%,16.7%,8.3%,13,3.41,218,362,580,42.6%,32.2%,25.2%,15.7%,47.0%,37.4%,2022.0,2022-01-01
204,Jacob Barnes,- - -,.282,1.61,17.8%,50.7%,31.5%,4.3%,13.0%,10,4.03,137,224,361,35.1%,40.5%,24.3%,12.2%,59.5%,28.4%,2022.0,2022-01-01
205,Lance McCullers Jr.,HOU,.277,1.61,18.9%,50.0%,31.1%,7.9%,10.5%,21,3.97,295,464,759,41.5%,33.3%,25.2%,17.1%,61.0%,22.0%,2022.0,2022-01-01
206,Chris Ellis,BAL,.313,1.60,18.8%,50.0%,31.3%,0.0%,0.0%,1,2.08,40,43,83,37.5%,37.5%,25.0%,18.8%,62.5%,18.8%,2022.0,2022-01-01
207,Daniel Castano,MIA,.308,1.60,25.4%,45.9%,28.7%,14.3%,14.3%,10,2.52,190,387,577,46.4%,32.8%,20.8%,19.2%,59.2%,21.6%,2022.0,2022-01-01
208,Wil Crowe,PIT,.279,1.59,19.0%,49.8%,31.2%,7.2%,11.6%,36,4.26,546,834,1380,48.4%,31.4%,20.2%,15.7%,60.5%,23.8%,2022.0,2022-01-01
209,Andres Munoz,SEA,.297,1.59,14.3%,52.6%,33.1%,4.5%,11.4%,23,3.18,322,702,1024,34.6%,35.3%,30.1%,21.8%,52.6%,25.6%,2022.0,2022-01-01
210,Brady Singer,KCR,.300,1.59,20.1%,49.0%,30.9%,11.6%,14.0%,82,4.81,823,1553,2376,35.1%,38.4%,26.6%,14.4%,54.1%,31.5%,2022.0,2022-01-01
211,Dennis Santana,TEX,.287,1.59,21.4%,48.2%,30.4%,11.8%,3.9%,36,5.52,380,611,991,39.1%,40.8%,20.1%,16.6%,55.6%,27.8%,2022.0,2022-01-01
212,Angel Zerpa,KCR,.194,1.58,16.2%,51.4%,32.4%,8.3%,16.7%,2,1.64,60,99,159,36.8%,42.1%,21.1%,10.5%,42.1%,47.4%,2022.0,2022-01-01
213,Ian Anderson,ATL,.313,1.58,21.8%,47.9%,30.3%,6.8%,11.7%,97,7.82,797,1208,2005,47.5%,30.5%,22.0%,14.1%,57.2%,28.7%,2022.0,2022-01-01
214,Wade Miley,CHC,.250,1.58,14.0%,52.6%,33.3%,15.8%,7.9%,19,4.62,207,359,566,42.6%,31.3%,26.1%,18.3%,53.0%,28.7%,2022.0,2022-01-01
215,Domingo Tapia,OAK,.387,1.58,21.0%,48.4%,30.6%,5.3%,5.3%,11,5.82,139,224,363,38.1%,30.2%,31.7%,14.3%,54.0%,31.7%,2022.0,2022-01-01
216,Derek Law,- - -,.323,1.58,23.4%,46.9%,29.7%,5.3%,15.8%,7,3.20,127,225,352,32.3%,43.1%,24.6%,23.1%,60.0%,16.9%,2022.0,2022-01-01
217,Elvis Peguero,LAA,.339,1.58,16.9%,50.8%,32.2%,0.0%,21.1%,3,1.56,106,202,308,46.7%,33.3%,20.0%,15.0%,55.0%,30.0%,2022.0,2022-01-01
218,Jeurys Familia,- - -,.386,1.57,21.7%,47.8%,30.4%,4.8%,16.7%,37,7.51,328,489,817,44.6%,38.1%,17.3%,13.7%,50.4%,36.0%,2022.0,2022-01-01
219,Ryan Hendrix,CIN,.429,1.57,14.3%,52.4%,33.3%,14.3%,0.0%,0,0.00,63,80,143,38.1%,28.6%,33.3%,19.0%,47.6%,33.3%,2022.0,2022-01-01
220,Blake Taylor,HOU,.259,1.56,25.5%,45.5%,29.1%,12.5%,6.3%,6,3.38,128,177,305,43.6%,29.1%,27.3%,21.8%,52.7%,25.5%,2022.0,2022-01-01
221,Michael Lorenzen,LAA,.262,1.56,17.7%,50.2%,32.1%,11.2%,12.4%,54,4.98,631,1023,1654,41.7%,32.7%,25.5%,17.6%,55.4%,27.0%,2022.0,2022-01-01
222,Adrian Houser,MIL,.289,1.56,23.4%,46.7%,29.9%,13.0%,8.0%,49,4.30,737,1111,1848,40.9%,36.8%,22.3%,18.1%,44.2%,37.7%,2022.0,2022-01-01
223,Tyler Danish,BOS,.280,1.55,22.4%,47.2%,30.4%,5.3%,18.4%,25,5.58,246,418,664,41.6%,35.2%,23.2%,16.8%,52.0%,31.2%,2022.0,2022-01-01
224,Braxton Garrett,MIA,.321,1.55,21.5%,47.8%,30.8%,9.2%,11.8%,31,3.17,470,966,1436,41.0%,35.3%,23.7%,18.5%,50.6%,30.9%,2022.0,2022-01-01
225,Alex Wood,SFG,.315,1.55,20.8%,48.2%,31.1%,5.9%,14.4%,70,4.82,764,1475,2239,39.8%,37.2%,23.0%,15.4%,58.1%,26.4%,2022.0,2022-01-01
226,Tyson Miller,TEX,.405,1.55,26.3%,44.7%,28.9%,0.0%,9.1%,6,5.06,92,136,228,42.1%,34.2%,23.7%,28.9%,50.0%,21.1%,2022.0,2022-01-01
227,Patrick Sandoval,LAA,.316,1.54,21.9%,47.4%,30.8%,10.2%,6.3%,60,3.63,882,1573,2455,42.5%,34.7%,22.8%,17.1%,56.5%,26.4%,2022.0,2022-01-01
228,Kevin Ginkel,ARI,.321,1.54,19.5%,48.8%,31.7%,7.7%,3.8%,11,3.38,166,313,479,31.7%,40.2%,28.0%,18.3%,56.1%,25.6%,2022.0,2022-01-01
229,Bryan Abreu,HOU,.336,1.54,20.0%,48.5%,31.5%,14.6%,4.9%,35,5.22,386,633,1019,32.3%,44.6%,23.1%,20.8%,54.6%,24.6%,2022.0,2022-01-01
230,Bryan Shaw,CLE,.288,1.53,17.9%,49.7%,32.4%,10.3%,15.5%,29,4.47,366,603,969,35.2%,36.3%,28.5%,13.4%,55.3%,31.3%,2022.0,2022-01-01
231,Tanner Banks,CHW,.257,1.53,23.0%,46.6%,30.4%,6.7%,11.1%,24,4.08,289,608,897,36.9%,35.6%,27.5%,15.4%,55.7%,28.9%,2022.0,2022-01-01
232,Shane Bieber,CLE,.287,1.53,20.4%,48.2%,31.5%,6.4%,10.4%,98,4.41,941,1934,2875,43.1%,34.1%,22.9%,12.1%,54.4%,33.5%,2022.0,2022-01-01
233,Bryce Elder,ATL,.267,1.53,18.4%,49.3%,32.2%,12.2%,8.2%,28,4.67,335,538,873,45.5%,35.1%,19.5%,16.2%,57.8%,26.0%,2022.0,2022-01-01
234,Tommy Nance,MIA,.367,1.53,23.2%,46.4%,30.4%,5.9%,14.7%,19,3.92,288,463,751,38.6%,41.2%,20.2%,18.4%,54.4%,27.2%,2022.0,2022-01-01
235,Kyle Finnegan,WSN,.269,1.53,20.1%,48.3%,31.6%,12.7%,16.4%,29,3.92,364,689,1053,38.6%,33.0%,28.4%,15.3%,51.1%,33.5%,2022.0,2022-01-01
236,Chris Martin,- - -,.317,1.52,18.9%,49.0%,32.2%,13.0%,13.0%,30,4.82,259,599,858,37.9%,30.3%,31.7%,18.6%,52.4%,29.0%,2022.0,2022-01-01
237,Huascar Brazoban,MIA,.307,1.52,18.2%,49.4%,32.5%,0.0%,12.0%,6,1.69,264,367,631,46.2%,33.3%,20.5%,23.1%,51.3%,25.6%,2022.0,2022-01-01
238,Miguel Castro,NYY,.316,1.52,21.3%,47.5%,31.3%,8.0%,8.0%,28,8.69,200,322,522,47.5%,36.3%,16.3%,12.5%,57.5%,30.0%,2022.0,2022-01-01
239,Yerry De Los Santos,PIT,.268,1.52,12.5%,52.8%,34.7%,12.0%,12.0%,7,2.45,169,280,449,38.4%,46.6%,15.1%,16.4%,56.2%,27.4%,2022.0,2022-01-01
240,Lucas Gilbreath,COL,.330,1.52,22.4%,46.7%,30.8%,21.2%,6.1%,24,5.02,323,473,796,27.8%,47.2%,25.0%,20.4%,47.2%,32.4%,2022.0,2022-01-01
241,Keegan Akin,BAL,.267,1.51,18.1%,49.3%,32.6%,5.4%,13.5%,30,3.31,371,864,1235,41.3%,35.2%,23.5%,15.7%,52.6%,31.7%,2022.0,2022-01-01
242,Tyler Beede,- - -,.312,1.51,20.0%,48.1%,31.9%,13.4%,10.4%,28,4.11,425,647,1072,41.0%,37.3%,21.7%,14.6%,54.2%,31.1%,2022.0,2022-01-01
243,Jordan Montgomery,- - -,.275,1.51,20.9%,47.6%,31.6%,7.4%,13.0%,88,4.44,913,1802,2715,38.7%,36.2%,25.1%,15.1%,56.9%,28.0%,2022.0,2022-01-01
244,Justin Wilson,CIN,.500,1.50,16.7%,50.0%,33.3%,0.0%,0.0%,0,0.00,17,37,54,33.3%,50.0%,16.7%,0.0%,66.7%,33.3%,2022.0,2022-01-01
245,Tayler Scott,SDP,.462,1.50,25.0%,45.0%,30.0%,8.3%,8.3%,4,3.00,100,155,255,55.0%,22.5%,22.5%,20.0%,47.5%,32.5%,2022.0,2022-01-01
246,Hunter Dozier,KCR,.250,1.50,0.0%,60.0%,40.0%,0.0%,50.0%,0,0.00,10,13,23,60.0%,20.0%,20.0%,40.0%,40.0%,20.0%,2022.0,2022-01-01
247,Vinny Nittoli,PHI,.000,1.50,0.0%,60.0%,40.0%,0.0%,0.0%,0,0.00,14,26,40,40.0%,40.0%,20.0%,20.0%,60.0%,20.0%,2022.0,2022-01-01
248,Danny Young,- - -,.435,1.50,16.7%,50.0%,33.3%,0.0%,12.5%,2,2.84,36,90,126,54.2%,25.0%,20.8%,20.8%,50.0%,29.2%,2022.0,2022-01-01
249,T.J. Zeuch,CIN,.432,1.50,18.4%,49.0%,32.7%,6.3%,31.3%,6,5.06,103,147,250,44.9%,32.7%,22.4%,18.4%,44.9%,36.7%,2022.0,2022-01-01
250,Jorge Alcala,MIN,.333,1.50,16.7%,50.0%,33.3%,0.0%,0.0%,2,7.71,16,24,40,33.3%,66.7%,0.0%,16.7%,66.7%,16.7%,2022.0,2022-01-01
251,Jovani Moran,MIN,.272,1.50,18.5%,48.9%,32.6%,10.0%,0.0%,10,2.21,254,418,672,38.0%,41.3%,20.7%,23.9%,51.1%,25.0%,2022.0,2022-01-01
252,Chase Silseth,LAA,.306,1.50,23.1%,46.2%,30.8%,3.6%,25.0%,12,3.77,187,314,501,40.2%,34.8%,25.0%,10.9%,53.3%,35.9%,2022.0,2022-01-01
253,German Marquez,COL,.291,1.49,20.6%,47.6%,31.8%,6.7%,16.9%,94,4.66,988,1851,2839,39.3%,36.8%,23.8%,11.0%,52.8%,36.1%,2022.0,2022-01-01
254,Jose Quintana,- - -,.302,1.49,22.5%,46.4%,31.1%,7.9%,5.3%,73,3.97,1019,1705,2724,37.9%,38.1%,24.0%,18.9%,52.1%,28.9%,2022.0,2022-01-01
255,Walker Buehler,LAD,.312,1.49,19.9%,48.0%,32.1%,7.9%,12.7%,50,6.92,374,672,1046,40.6%,34.5%,24.9%,18.3%,50.8%,31.0%,2022.0,2022-01-01
256,Mark Leiter,CHC,.251,1.49,18.4%,48.9%,32.8%,10.5%,17.5%,29,3.86,408,678,1086,45.8%,33.9%,20.3%,15.3%,54.8%,29.9%,2022.0,2022-01-01
257,Paul Blackburn,OAK,.290,1.49,20.9%,47.4%,31.8%,9.3%,13.9%,57,4.61,665,1097,1762,42.6%,36.4%,21.0%,16.6%,52.8%,30.6%,2022.0,2022-01-01
258,Sam Moll,OAK,.252,1.49,16.4%,50.0%,33.6%,20.5%,12.8%,19,3.95,281,456,737,41.4%,35.3%,23.3%,20.7%,54.3%,25.0%,2022.0,2022-01-01
259,Yency Almonte,LAD,.186,1.48,18.2%,48.9%,33.0%,17.2%,6.9%,16,4.08,162,304,466,38.6%,37.5%,23.9%,25.0%,53.4%,21.6%,2022.0,2022-01-01
260,Andrew Chafin,DET,.289,1.48,14.0%,51.3%,34.7%,9.6%,9.6%,20,3.14,331,568,899,40.9%,34.4%,24.7%,14.3%,59.1%,26.6%,2022.0,2022-01-01
261,Ryan Borucki,- - -,.254,1.48,18.4%,48.7%,32.9%,8.0%,24.0%,17,6.04,158,257,415,36.4%,46.8%,16.9%,16.9%,49.4%,33.8%,2022.0,2022-01-01
262,Jared Koenig,OAK,.275,1.48,18.7%,48.5%,32.8%,11.4%,9.1%,17,3.89,250,403,653,43.7%,33.3%,23.0%,12.6%,51.1%,36.3%,2022.0,2022-01-01
263,Ryan Pressly,HOU,.260,1.47,22.5%,46.1%,31.4%,3.1%,12.5%,7,1.30,255,456,711,43.3%,34.6%,22.1%,13.5%,59.6%,26.9%,2022.0,2022-01-01
264,Rowan Wick,CHC,.376,1.47,25.5%,44.3%,30.2%,12.1%,15.5%,25,3.52,403,750,1153,37.9%,36.9%,25.1%,18.5%,52.3%,29.2%,2022.0,2022-01-01
265,J.B. Wendelken,ARI,.256,1.46,25.6%,44.2%,30.2%,7.7%,15.4%,22,6.83,196,292,488,26.7%,41.9%,31.4%,14.0%,52.3%,33.7%,2022.0,2022-01-01
266,Joan Adon,WSN,.337,1.46,19.3%,47.8%,32.9%,5.9%,11.8%,15,2.09,470,734,1204,45.2%,30.5%,24.3%,16.7%,51.9%,31.4%,2022.0,2022-01-01
267,Trevor Stephan,CLE,.338,1.45,18.8%,48.1%,33.1%,7.5%,5.7%,28,3.96,356,676,1032,38.7%,32.5%,28.8%,12.3%,62.6%,25.2%,2022.0,2022-01-01
268,Bennett Sousa,CHW,.314,1.44,16.4%,49.3%,34.2%,8.0%,12.0%,12,5.31,133,232,365,43.8%,34.2%,21.9%,17.8%,56.2%,26.0%,2022.0,2022-01-01
269,Carlos Carrasco,NYM,.337,1.44,22.0%,46.0%,32.0%,6.4%,12.1%,101,5.98,814,1598,2412,44.7%,31.6%,23.7%,16.0%,52.1%,31.8%,2022.0,2022-01-01
270,Seranthony Dominguez,PHI,.269,1.44,18.7%,48.0%,33.3%,12.2%,9.8%,25,4.41,313,510,823,46.3%,26.0%,27.6%,12.2%,55.3%,32.5%,2022.0,2022-01-01
271,Chris Bassitt,NYM,.282,1.44,17.2%,48.8%,34.0%,9.2%,10.9%,108,5.35,991,1895,2886,37.9%,32.8%,29.3%,22.1%,52.6%,25.2%,2022.0,2022-01-01
272,Luis Cessa,CIN,.266,1.43,17.2%,48.8%,34.0%,8.4%,16.9%,32,3.57,449,786,1235,42.9%,38.5%,18.6%,15.0%,55.5%,29.6%,2022.0,2022-01-01
273,Spencer Patton,TEX,.167,1.43,10.5%,52.6%,36.8%,14.3%,14.3%,0,0.00,45,66,111,52.6%,31.6%,15.8%,15.8%,52.6%,31.6%,2022.0,2022-01-01
274,Jandel Gustave,MIL,.276,1.43,15.0%,50.0%,35.0%,14.3%,14.3%,15,4.82,161,305,466,37.5%,32.5%,30.0%,15.0%,48.8%,36.3%,2022.0,2022-01-01
275,Wily Peralta,DET,.294,1.42,20.9%,46.4%,32.7%,5.6%,5.6%,15,3.52,283,411,694,40.5%,36.9%,22.5%,12.6%,55.0%,32.4%,2022.0,2022-01-01
276,Shawn Armstrong,- - -,.337,1.41,18.8%,47.5%,33.7%,8.2%,11.5%,20,2.92,320,727,1047,26.4%,40.1%,33.5%,15.9%,59.3%,24.7%,2022.0,2022-01-01
277,Clayton Kershaw,LAD,.268,1.41,19.5%,47.1%,33.4%,10.0%,9.1%,99,7.05,592,1250,1842,48.6%,31.7%,19.6%,18.7%,52.9%,28.4%,2022.0,2022-01-01
278,Edwin Diaz,NYM,.330,1.41,19.8%,46.9%,33.3%,9.4%,9.4%,10,1.45,285,643,928,37.1%,32.0%,30.9%,23.7%,53.6%,22.7%,2022.0,2022-01-01
279,Corbin Burnes,MIL,.259,1.40,19.5%,47.0%,33.5%,11.0%,14.1%,99,4.41,1202,2072,3274,45.5%,34.1%,20.4%,18.2%,50.6%,31.2%,2022.0,2022-01-01
280,Luis Castillo,- - -,.275,1.40,19.6%,46.9%,33.5%,10.8%,10.0%,75,4.49,870,1636,2506,43.1%,32.7%,24.1%,14.5%,54.1%,31.5%,2022.0,2022-01-01
281,Ryan Burr,CHW,.200,1.40,14.3%,50.0%,35.7%,0.0%,30.0%,5,5.00,57,92,149,50.0%,28.6%,21.4%,14.3%,53.6%,32.1%,2022.0,2022-01-01
282,Tayler Saucedo,TOR,.273,1.40,14.3%,50.0%,35.7%,0.0%,60.0%,0,0.00,18,30,48,64.3%,35.7%,0.0%,7.1%,21.4%,71.4%,2022.0,2022-01-01
283,Andre Jackson,LAD,.310,1.40,14.3%,50.0%,35.7%,10.0%,0.0%,1,0.93,51,105,156,37.9%,41.4%,20.7%,6.9%,62.1%,31.0%,2022.0,2022-01-01
284,Nick Martinez,SDP,.276,1.39,18.6%,47.4%,34.0%,10.6%,14.4%,45,3.81,603,1117,1720,42.2%,39.0%,18.8%,17.5%,55.8%,26.6%,2022.0,2022-01-01
285,Zack Wheeler,PHI,.287,1.39,21.2%,45.9%,32.9%,9.1%,9.8%,77,4.53,785,1573,2358,42.4%,32.0%,25.6%,21.8%,50.9%,27.3%,2022.0,2022-01-01
286,Nick Vespi,BAL,.343,1.39,26.7%,42.7%,30.7%,4.3%,21.7%,27,9.23,154,292,446,46.7%,34.7%,18.7%,12.0%,54.7%,33.3%,2022.0,2022-01-01
287,Zach Thompson,PIT,.309,1.39,22.1%,45.3%,32.6%,11.5%,14.5%,41,3.03,774,1306,2080,44.8%,31.4%,23.8%,18.3%,49.5%,32.2%,2022.0,2022-01-01
288,Pablo Lopez,MIA,.283,1.39,20.6%,46.1%,33.3%,10.2%,12.7%,75,3.75,1019,1891,2910,44.1%,32.9%,23.0%,17.6%,54.9%,27.5%,2022.0,2022-01-01
289,Mark Melancon,ARI,.314,1.38,23.9%,44.1%,31.9%,16.7%,8.3%,11,1.77,327,559,886,34.2%,36.8%,28.9%,15.8%,50.5%,33.7%,2022.0,2022-01-01
290,Trevor Megill,MIN,.368,1.38,22.5%,45.0%,32.6%,9.5%,9.5%,17,3.40,267,507,774,29.5%,34.9%,35.7%,13.2%,54.3%,32.6%,2022.0,2022-01-01
291,Jose Alvarez,SFG,.298,1.38,19.1%,46.8%,34.0%,0.0%,18.8%,7,4.11,100,173,273,49.0%,26.5%,24.5%,16.3%,57.1%,26.5%,2022.0,2022-01-01
292,Beau Sulser,- - -,.313,1.38,18.6%,47.1%,34.3%,12.5%,12.5%,7,2.82,129,231,360,48.6%,31.4%,20.0%,27.1%,41.4%,31.4%,2022.0,2022-01-01
293,Taijuan Walker,NYM,.284,1.37,20.0%,46.2%,33.8%,14.0%,9.6%,82,4.69,902,1598,2500,43.1%,35.4%,21.5%,17.4%,52.8%,29.8%,2022.0,2022-01-01
294,Kyle Bradish,BAL,.311,1.37,21.1%,45.6%,33.3%,8.8%,14.9%,58,4.44,771,1222,1993,38.1%,39.0%,23.0%,12.8%,54.9%,32.3%,2022.0,2022-01-01
295,Jalen Beeks,TBR,.282,1.37,20.6%,45.8%,33.5%,11.5%,13.5%,27,3.98,365,634,999,39.1%,35.3%,25.6%,18.6%,51.9%,29.5%,2022.0,2022-01-01
296,Matt Gage,TOR,.167,1.36,13.3%,50.0%,36.7%,9.1%,9.1%,7,4.85,69,118,187,48.4%,19.4%,32.3%,22.6%,41.9%,35.5%,2022.0,2022-01-01
297,Chris Paddack,MIN,.357,1.36,23.5%,44.1%,32.4%,13.6%,0.0%,6,2.42,112,255,367,40.0%,32.9%,27.1%,15.7%,60.0%,24.3%,2022.0,2022-01-01
298,Kyle Muller,ATL,.297,1.36,31.6%,39.5%,28.9%,9.1%,18.2%,10,7.30,86,147,233,56.4%,17.9%,25.6%,12.8%,64.1%,23.1%,2022.0,2022-01-01
299,Drew Rasmussen,TBR,.262,1.36,19.2%,46.6%,34.2%,11.8%,9.0%,84,5.18,745,1494,2239,39.0%,35.5%,25.5%,13.7%,55.8%,30.5%,2022.0,2022-01-01
