#,Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,Year,YearDate
610,Trevor May,NYM,25.0,25.4%,63.8%,44.3%,46.7%,79.5%,69.9%,49.2%,24.7,2022.0,2022-01-01
611,T.J. Zeuch,CIN,10.2,25.4%,61.7%,42.8%,75.8%,87.8%,84.1%,48.0%,22.7,2022.0,2022-01-01
612,Adrian Houser,MIL,102.2,25.4%,62.9%,43.0%,71.8%,90.6%,84.7%,47.0%,21.9,2022.0,2022-01-01
613,Josh Rogers,WSN,26.1,25.4%,67.4%,47.3%,80.4%,90.5%,87.9%,52.0%,20.8,2022.0,2022-01-01
614,Kyle Crick,CHW,15.2,25.4%,55.3%,40.5%,54.3%,83.3%,74.3%,50.5%,23.2,2022.0,2022-01-01
615,Andrew Vasquez,- - -,8.2,25.4%,40.2%,33.3%,44.4%,87.9%,72.5%,53.6%,19.3,2022.0,2022-01-01
616,Dillon Peters,PIT,39.1,25.3%,65.5%,46.2%,66.2%,86.6%,81.2%,52.1%,25.3,2022.0,2022-01-01
617,Jared Solomon,CIN,8.1,25.3%,66.2%,44.6%,71.4%,75.5%,74.3%,47.1%,23.4,2022.0,2022-01-01
618,Konnor Pilkington,CLE,58.0,25.3%,70.7%,47.2%,58.8%,82.8%,76.1%,48.2%,21.6,2022.0,2022-01-01
619,Tommy Henry,ARI,47.0,25.3%,70.1%,48.8%,59.1%,84.2%,78.0%,52.4%,23.1,2022.0,2022-01-01
620,Joey Wentz,DET,32.2,25.3%,65.0%,45.0%,60.0%,88.8%,80.6%,49.7%,21.7,2022.0,2022-01-01
621,Tommy Nance,MIA,43.2,25.2%,61.3%,43.5%,32.3%,88.0%,72.2%,50.9%,24.5,2022.0,2022-01-01
622,Reiss Knehr,SDP,13.2,25.2%,64.3%,43.8%,65.6%,95.9%,86.8%,47.5%,20.9,2022.0,2022-01-01
623,Ashton Goudeau,COL,20.1,25.1%,67.9%,46.1%,58.3%,86.4%,78.6%,49.1%,22.7,2022.0,2022-01-01
624,Adam Oller,OAK,74.1,25.1%,72.4%,48.5%,62.2%,87.3%,80.7%,49.5%,22.3,2022.0,2022-01-01
625,Colin Holderman,- - -,28.1,25.1%,66.7%,44.1%,55.9%,88.6%,78.5%,45.7%,20.8,2022.0,2022-01-01
626,Touki Toussaint,LAA,25.1,25.1%,63.1%,40.6%,40.6%,90.1%,72.0%,40.8%,20.0,2022.0,2022-01-01
627,Zach Davies,ARI,134.1,25.0%,60.7%,42.0%,66.0%,85.8%,79.6%,47.7%,21.6,2022.0,2022-01-01
628,Tyler Clippard,WSN,5.0,25.0%,65.3%,42.5%,75.0%,87.5%,83.3%,43.4%,27.5,2022.0,2022-01-01
629,Michael Feliz,BOS,3.1,25.0%,55.6%,38.1%,33.3%,93.3%,70.8%,42.9%,22.7,2022.0,2022-01-01
630,Josh Staumont,KCR,37.2,25.0%,62.4%,43.0%,51.6%,84.5%,74.5%,48.0%,28.2,2022.0,2022-01-01
631,Tyler Cyr,- - -,13.1,25.0%,69.0%,47.8%,63.0%,80.0%,75.7%,51.8%,22.3,2022.0,2022-01-01
632,Donovan Walton,SFG,1.0,25.0%,60.0%,33.3%,100.0%,100.0%,100.0%,23.8%,12.9,2022.0,2022-01-01
633,Chad Smith,COL,18.0,25.0%,57.4%,38.6%,51.0%,81.5%,70.0%,41.8%,24.1,2022.0,2022-01-01
634,Jake Walsh,STL,2.2,25.0%,60.6%,43.1%,75.0%,85.0%,82.1%,50.8%,26.1,2022.0,2022-01-01
635,Andre Jackson,LAD,9.2,25.0%,76.1%,53.8%,47.1%,85.1%,77.4%,56.4%,24.7,2022.0,2022-01-01
636,Gregory Santos,SFG,3.2,25.0%,60.0%,43.3%,50.0%,90.5%,79.3%,52.2%,21.9,2022.0,2022-01-01
637,Ryan Pepiot,LAD,36.1,25.0%,62.3%,42.1%,63.0%,79.5%,74.2%,45.7%,21.1,2022.0,2022-01-01
638,Kris Bubic,KCR,129.0,25.0%,66.8%,46.8%,60.7%,87.6%,80.7%,52.2%,23.1,2022.0,2022-01-01
639,Paul Sewald,SEA,64.0,24.9%,68.8%,48.7%,50.0%,75.0%,69.1%,54.1%,24.9,2022.0,2022-01-01
640,Antonio Senzatela,COL,92.1,24.9%,67.0%,47.3%,64.0%,91.9%,85.0%,53.1%,21.0,2022.0,2022-01-01
641,Chris Archer,MIN,102.2,24.9%,65.4%,44.4%,60.2%,85.4%,78.1%,48.1%,24.5,2022.0,2022-01-01
642,Jon Heasley,KCR,104.0,24.9%,66.6%,45.8%,68.9%,88.5%,83.2%,50.3%,21.9,2022.0,2022-01-01
643,Anibal Sanchez,WSN,69.1,24.8%,67.0%,44.6%,66.3%,88.6%,82.0%,46.8%,21.5,2022.0,2022-01-01
644,Drey Jameson,ARI,24.1,24.8%,66.8%,48.5%,47.5%,84.9%,76.5%,56.4%,21.4,2022.0,2022-01-01
645,David Phelps,TOR,63.2,24.8%,56.4%,39.6%,65.8%,90.8%,82.5%,46.8%,23.5,2022.0,2022-01-01
646,Glenn Otto,TEX,135.2,24.8%,67.2%,44.9%,50.0%,90.0%,78.3%,47.2%,24.2,2022.0,2022-01-01
647,Gregory Soto,DET,60.1,24.8%,68.0%,46.8%,60.4%,81.4%,76.0%,51.0%,24.6,2022.0,2022-01-01
648,Elvin Rodriguez,DET,29.2,24.8%,64.4%,44.4%,73.1%,90.0%,85.2%,49.4%,19.8,2022.0,2022-01-01
649,Carlos Estevez,COL,57.0,24.8%,73.9%,50.0%,74.8%,84.3%,82.0%,51.4%,22.8,2022.0,2022-01-01
650,Chris Bassitt,NYM,181.2,24.8%,63.9%,46.3%,64.9%,82.5%,78.3%,55.0%,23.7,2022.0,2022-01-01
651,Corbin Martin,ARI,22.1,24.8%,67.8%,44.8%,54.4%,85.2%,76.0%,46.4%,20.8,2022.0,2022-01-01
652,Norge Ruiz,OAK,19.0,24.6%,70.7%,48.6%,72.1%,84.4%,81.5%,52.2%,21.9,2022.0,2022-01-01
653,Miguel Sanchez,MIL,13.1,24.6%,68.0%,44.5%,60.7%,81.8%,75.5%,46.0%,25.5,2022.0,2022-01-01
654,Art Warren,CIN,36.0,24.5%,62.6%,44.1%,42.3%,83.9%,72.7%,51.5%,23.6,2022.0,2022-01-01
655,Kenny Rosenberg,LAA,10.2,24.5%,74.7%,47.2%,65.4%,86.2%,80.2%,45.1%,21.9,2022.0,2022-01-01
656,Ross Detwiler,CIN,26.1,24.5%,66.2%,47.8%,70.6%,83.9%,80.9%,55.8%,24.1,2022.0,2022-01-01
657,Lucas Gilbreath,COL,43.0,24.5%,61.6%,42.8%,54.5%,79.3%,72.1%,49.3%,23.9,2022.0,2022-01-01
658,Mike Baumann,BAL,34.1,24.5%,73.5%,49.3%,71.4%,91.7%,86.7%,50.7%,21.8,2022.0,2022-01-01
659,Jake Diekman,- - -,57.2,24.5%,61.2%,42.5%,43.2%,79.8%,69.1%,49.1%,27.3,2022.0,2022-01-01
660,Steven Okert,MIA,51.1,24.5%,63.9%,45.2%,52.7%,77.3%,71.0%,52.7%,23.3,2022.0,2022-01-01
661,Aroldis Chapman,NYY,36.1,24.4%,60.5%,41.4%,56.8%,75.1%,69.4%,47.0%,28.6,2022.0,2022-01-01
662,Anthony Bender,MIA,19.1,24.4%,57.1%,42.0%,51.6%,83.3%,74.8%,53.6%,24.5,2022.0,2022-01-01
663,Matt Strahm,BOS,44.2,24.4%,63.8%,47.5%,63.6%,82.9%,78.8%,58.6%,24.9,2022.0,2022-01-01
664,Spencer Howard,TEX,37.2,24.4%,65.8%,47.1%,57.9%,91.2%,83.4%,54.9%,24.9,2022.0,2022-01-01
665,Nick Wittgren,STL,29.0,24.3%,68.1%,47.2%,75.0%,87.7%,84.6%,52.2%,24.7,2022.0,2022-01-01
666,Seth Lugo,NYM,65.0,24.3%,59.3%,42.6%,52.0%,88.7%,78.7%,52.4%,20.8,2022.0,2022-01-01
667,Bennett Sousa,CHW,20.1,24.3%,73.4%,49.6%,62.8%,80.4%,76.2%,51.5%,26.1,2022.0,2022-01-01
668,Kyle Finnegan,WSN,66.2,24.3%,68.5%,49.3%,55.9%,79.7%,74.6%,56.6%,29.0,2022.0,2022-01-01
669,Bryan Shaw,CLE,58.1,24.3%,69.7%,47.3%,54.3%,88.3%,79.7%,50.7%,23.6,2022.0,2022-01-01
670,Cristofer Ogando,TBR,4.1,24.2%,61.0%,44.6%,87.5%,84.0%,84.8%,55.4%,22.1,2022.0,2022-01-01
671,Zack Thompson,STL,34.2,24.2%,65.3%,46.4%,68.8%,88.7%,83.9%,54.1%,21.4,2022.0,2022-01-01
672,Tim Hill,SDP,48.0,24.2%,64.6%,46.4%,66.7%,90.9%,85.3%,55.0%,20.4,2022.0,2022-01-01
673,Ronald Bolanos,KCR,18.1,24.1%,58.9%,40.7%,50.0%,89.2%,77.0%,47.6%,23.3,2022.0,2022-01-01
674,Shelby Miller,SFG,7.0,24.1%,50.7%,39.4%,76.9%,78.4%,78.0%,57.5%,22.9,2022.0,2022-01-01
675,Jhoulys Chacin,COL,47.1,24.1%,67.3%,45.5%,62.1%,88.2%,81.3%,49.7%,23.6,2022.0,2022-01-01
676,Tyler Beede,- - -,61.1,24.0%,66.9%,44.1%,62.0%,88.1%,80.5%,46.8%,24.8,2022.0,2022-01-01
677,Albert Abreu,- - -,38.2,24.0%,63.3%,41.7%,60.2%,82.7%,75.6%,45.1%,23.6,2022.0,2022-01-01
678,Chad Kuhl,COL,137.0,24.0%,65.8%,45.4%,55.8%,85.8%,78.0%,51.2%,22.4,2022.0,2022-01-01
679,Tyler Rogers,SFG,75.2,23.9%,61.0%,44.4%,65.6%,86.8%,81.7%,55.2%,21.8,2022.0,2022-01-01
680,Blake Taylor,HOU,16.0,23.9%,71.4%,45.9%,66.7%,87.0%,81.3%,46.2%,23.3,2022.0,2022-01-01
681,Angel Rondon,STL,5.0,23.9%,61.4%,42.2%,63.6%,96.3%,86.8%,48.9%,22.9,2022.0,2022-01-01
682,Amir Garrett,KCR,45.1,23.9%,62.7%,42.3%,51.5%,85.0%,75.1%,47.5%,21.2,2022.0,2022-01-01
683,Logan Allen,- - -,7.2,23.9%,57.9%,39.6%,52.4%,88.6%,76.9%,46.3%,23.7,2022.0,2022-01-01
684,Wil Myers,SDP,3.2,23.8%,86.4%,55.8%,100.0%,94.7%,95.8%,51.2%,9.4,2022.0,2022-01-01
685,Stephen Strasburg,WSN,4.2,23.8%,48.8%,36.1%,60.0%,100.0%,86.7%,49.4%,24.5,2022.0,2022-01-01
686,Ian Hamilton,MIN,2.2,23.8%,66.7%,45.2%,80.0%,92.9%,89.5%,50.0%,21.6,2022.0,2022-01-01
687,Rony Garcia,DET,51.0,23.8%,69.2%,46.6%,62.5%,88.6%,82.0%,50.3%,19.4,2022.0,2022-01-01
688,Brad Boxberger,MIL,64.0,23.7%,59.4%,42.8%,61.7%,83.0%,77.5%,53.6%,22.6,2022.0,2022-01-01
689,Daulton Jefferies,OAK,39.1,23.7%,70.6%,47.5%,60.6%,85.8%,79.7%,50.8%,22.3,2022.0,2022-01-01
690,Trent Thornton,TOR,46.0,23.6%,62.4%,45.3%,56.5%,88.4%,81.1%,56.0%,22.0,2022.0,2022-01-01
691,Justin Dunn,CIN,31.0,23.6%,60.9%,40.7%,55.1%,90.7%,79.5%,45.9%,21.9,2022.0,2022-01-01
692,Paul Fry,- - -,13.0,23.6%,63.3%,42.2%,62.1%,78.3%,73.5%,47.0%,21.4,2022.0,2022-01-01
693,Junior Fernandez,- - -,18.2,23.6%,67.3%,44.4%,61.0%,81.3%,75.7%,47.7%,25.4,2022.0,2022-01-01
694,Yadier Molina,STL,2.0,23.5%,73.9%,52.5%,75.0%,100.0%,95.2%,57.5%,10.4,2022.0,2022-01-01
695,Ryan Feltner,COL,97.1,23.4%,65.9%,46.0%,59.8%,87.4%,80.8%,53.1%,22.1,2022.0,2022-01-01
696,Ryan Weathers,SDP,3.2,23.4%,76.2%,48.3%,63.6%,81.3%,76.7%,47.2%,21.3,2022.0,2022-01-01
697,Erich Uelmen,CHC,27.0,23.4%,63.3%,41.9%,48.3%,86.0%,74.7%,46.4%,22.5,2022.0,2022-01-01
698,Eric Stout,- - -,22.1,23.4%,62.1%,41.1%,56.1%,85.2%,76.2%,45.8%,22.4,2022.0,2022-01-01
699,Bryan Baker,BAL,69.2,23.2%,65.7%,44.9%,67.9%,79.3%,76.4%,51.1%,24.0,2022.0,2022-01-01
700,Matt Dermody,CHC,1.0,23.1%,69.2%,46.2%,33.3%,88.9%,75.0%,50.0%,23.8,2022.0,2022-01-01
701,Hunter Dozier,KCR,1.0,23.1%,50.0%,34.8%,100.0%,100.0%,100.0%,43.5%,12.6,2022.0,2022-01-01
702,Michel Baez,SDP,2.0,23.1%,75.0%,48.0%,66.7%,88.9%,83.3%,48.0%,21.1,2022.0,2022-01-01
703,Francisco Perez,WSN,8.2,23.1%,67.3%,44.9%,58.3%,89.7%,81.5%,49.3%,27.0,2022.0,2022-01-01
704,Josh Winckowski,BOS,70.1,23.1%,64.1%,44.5%,68.2%,89.7%,84.4%,52.1%,22.1,2022.0,2022-01-01
705,Angel Zerpa,KCR,11.0,23.1%,57.6%,43.3%,73.3%,94.3%,89.7%,58.6%,19.1,2022.0,2022-01-01
706,Noah Davis,COL,1.0,23.1%,47.4%,37.5%,66.7%,77.8%,75.0%,59.4%,21.8,2022.0,2022-01-01
707,Mychal Givens,- - -,61.1,23.1%,64.3%,45.5%,55.1%,82.7%,76.3%,54.6%,22.5,2022.0,2022-01-01
708,Justin Lawrence,COL,42.2,23.0%,60.6%,43.0%,52.4%,85.0%,76.8%,53.2%,23.4,2022.0,2022-01-01
709,Rico Garcia,BAL,8.0,23.0%,72.0%,50.0%,85.7%,88.9%,88.2%,55.1%,23.3,2022.0,2022-01-01
710,Zach Jackson,OAK,48.0,22.9%,61.9%,40.2%,40.7%,79.9%,67.5%,44.4%,24.7,2022.0,2022-01-01
711,Sammy Long,SFG,42.1,22.8%,66.5%,46.3%,57.7%,81.1%,75.7%,53.7%,18.5,2022.0,2022-01-01
712,Elieser Hernandez,MIA,62.1,22.8%,69.7%,49.4%,56.5%,84.5%,78.9%,56.7%,23.0,2022.0,2022-01-01
713,Ryan Hendrix,CIN,8.1,22.8%,59.4%,39.2%,44.4%,71.1%,62.5%,44.8%,25.2,2022.0,2022-01-01
714,Jonathan Hernandez,TEX,30.1,22.7%,68.8%,43.8%,42.9%,82.0%,71.0%,45.8%,24.0,2022.0,2022-01-01
715,Brad Hand,PHI,45.0,22.7%,56.7%,40.2%,70.0%,86.1%,81.7%,51.5%,27.3,2022.0,2022-01-01
716,Domingo Tapia,OAK,17.0,22.7%,67.9%,46.0%,70.0%,85.0%,81.4%,51.5%,23.1,2022.0,2022-01-01
717,Diego Castillo,PIT,2.0,22.7%,62.5%,33.3%,50.0%,80.0%,65.0%,26.7%,14.0,2022.0,2022-01-01
718,Nicholas Padilla,CHC,1.2,22.7%,41.2%,30.8%,80.0%,100.0%,91.7%,43.6%,23.7,2022.0,2022-01-01
719,Daniel Bard,COL,60.1,22.6%,62.0%,44.8%,52.1%,80.8%,74.5%,56.3%,26.3,2022.0,2022-01-01
720,Connor Overton,CIN,33.0,22.5%,62.5%,44.3%,77.1%,89.4%,86.5%,54.6%,23.0,2022.0,2022-01-01
721,Jake Fishman,MIA,11.0,22.5%,69.0%,49.7%,43.8%,97.1%,87.1%,58.5%,25.0,2022.0,2022-01-01
722,Dinelson Lamet,- - -,32.1,22.4%,67.3%,44.0%,36.8%,71.4%,62.3%,48.1%,22.2,2022.0,2022-01-01
723,Joan Adon,WSN,64.2,22.4%,63.3%,43.9%,74.2%,88.8%,85.3%,52.6%,22.4,2022.0,2022-01-01
724,Dakota Hudson,STL,139.2,22.4%,65.1%,43.9%,63.3%,90.7%,83.7%,50.3%,22.7,2022.0,2022-01-01
725,Patrick Murphy,WSN,5.2,22.4%,69.3%,47.2%,73.3%,84.6%,82.1%,52.8%,26.5,2022.0,2022-01-01
726,Edwin Uceta,ARI,17.0,22.4%,67.8%,45.5%,53.1%,83.2%,75.9%,51.0%,20.5,2022.0,2022-01-01
727,Hanser Alberto,LAD,11.0,22.4%,80.6%,48.0%,100.0%,96.3%,97.3%,44.1%,13.0,2022.0,2022-01-01
728,Yohan Ramirez,- - -,37.1,22.3%,61.6%,42.6%,61.2%,84.8%,78.8%,51.6%,24.1,2022.0,2022-01-01
729,Christian Bethancourt,- - -,4.0,22.2%,64.7%,50.0%,100.0%,95.5%,96.2%,65.4%,16.4,2022.0,2022-01-01
730,Corey Dickerson,STL,1.0,22.2%,66.7%,44.4%,100.0%,100.0%,100.0%,50.0%,12.8,2022.0,2022-01-01
731,Blake Treinen,LAD,5.0,22.2%,66.7%,49.3%,16.7%,92.9%,79.4%,60.9%,23.4,2022.0,2022-01-01
732,Matt Reynolds,CIN,1.1,22.2%,83.3%,57.1%,100.0%,90.0%,91.7%,57.1%,12.9,2022.0,2022-01-01
733,Victor Caratini,MIL,1.0,22.2%,80.0%,42.9%,100.0%,100.0%,100.0%,35.7%,10.4,2022.0,2022-01-01
734,Justin Topa,MIL,7.1,22.2%,59.7%,40.8%,85.7%,89.2%,88.2%,49.6%,24.0,2022.0,2022-01-01
735,Willians Astudillo,MIA,2.0,22.2%,40.0%,26.1%,100.0%,100.0%,100.0%,21.7%,10.8,2022.0,2022-01-01
736,Vinny Nittoli,PHI,2.0,22.2%,72.7%,50.0%,100.0%,75.0%,80.0%,55.0%,21.8,2022.0,2022-01-01
737,Vladimir Gutierrez,CIN,36.2,22.2%,63.1%,42.1%,73.1%,88.1%,84.0%,48.7%,24.6,2022.0,2022-01-01
738,Shaun Anderson,TOR,1.0,22.2%,66.7%,47.6%,50.0%,100.0%,90.0%,57.1%,23.6,2022.0,2022-01-01
739,Sean Hjelle,SFG,25.0,22.2%,59.6%,43.2%,52.2%,89.3%,81.0%,56.3%,21.6,2022.0,2022-01-01
740,Max Kranick,PIT,5.0,22.2%,71.0%,42.1%,60.0%,77.3%,71.9%,40.8%,23.7,2022.0,2022-01-01
741,Phillips Valdez,BOS,16.1,22.1%,57.2%,39.0%,69.7%,86.1%,81.3%,48.1%,23.8,2022.0,2022-01-01
742,Justus Sheffield,SEA,11.2,22.1%,63.1%,41.3%,66.7%,92.5%,85.1%,46.9%,23.4,2022.0,2022-01-01
743,Jack Flaherty,STL,36.0,22.1%,67.3%,43.2%,53.8%,84.1%,75.9%,46.7%,23.4,2022.0,2022-01-01
744,Erick Fedde,WSN,127.0,21.9%,62.9%,42.7%,63.7%,89.4%,82.9%,50.7%,23.1,2022.0,2022-01-01
745,Michael Kelly,PHI,4.0,21.9%,71.9%,46.9%,85.7%,73.9%,76.7%,50.0%,21.4,2022.0,2022-01-01
746,JC Mejia,MIL,2.1,21.9%,55.6%,37.3%,57.1%,73.3%,68.2%,45.8%,20.1,2022.0,2022-01-01
747,Chi Chi Gonzalez,- - -,23.0,21.9%,65.3%,44.1%,75.0%,88.9%,85.5%,51.3%,21.2,2022.0,2022-01-01
748,Andre Pallante,STL,108.0,21.8%,65.5%,44.8%,56.0%,91.7%,83.4%,52.5%,24.8,2022.0,2022-01-01
749,J.B. Wendelken,ARI,29.0,21.8%,67.6%,46.1%,68.0%,83.4%,80.0%,53.1%,25.1,2022.0,2022-01-01
750,Tyler Thornburg,- - -,19.0,21.8%,64.2%,41.2%,65.1%,89.6%,82.6%,45.6%,22.1,2022.0,2022-01-01
751,Bryan Garcia,DET,20.1,21.8%,66.5%,44.5%,50.0%,83.2%,75.2%,50.8%,26.0,2022.0,2022-01-01
752,Jake McGee,- - -,37.0,21.8%,74.7%,52.6%,70.2%,86.1%,83.4%,58.3%,26.6,2022.0,2022-01-01
753,Aaron Bummer,CHW,26.2,21.7%,54.6%,38.1%,46.0%,84.7%,73.6%,49.7%,26.1,2022.0,2022-01-01
754,Ray Kerr,SDP,5.0,21.7%,69.0%,44.3%,60.0%,79.3%,74.4%,47.7%,24.1,2022.0,2022-01-01
755,Casey Mize,DET,10.0,21.7%,66.3%,44.4%,55.6%,98.2%,88.0%,50.9%,23.6,2022.0,2022-01-01
756,Jordan Hicks,STL,61.1,21.7%,60.6%,42.0%,56.0%,84.3%,77.3%,52.1%,23.3,2022.0,2022-01-01
757,Zack Kelly,BOS,13.2,21.6%,64.8%,45.9%,52.4%,91.4%,83.3%,56.3%,23.2,2022.0,2022-01-01
758,Gabe Speier,KCR,19.1,21.6%,67.3%,44.6%,56.3%,92.1%,83.5%,50.3%,22.8,2022.0,2022-01-01
759,Anthony Castro,CLE,13.1,21.6%,71.1%,44.6%,56.7%,80.2%,74.1%,46.5%,23.2,2022.0,2022-01-01
760,Luis Torrens,SEA,2.0,21.4%,85.0%,58.8%,33.3%,94.1%,85.0%,58.8%,14.7,2022.0,2022-01-01
761,Ryne Nelson,ARI,18.1,21.4%,61.0%,43.5%,45.8%,90.7%,80.9%,55.7%,21.1,2022.0,2022-01-01
762,Wily Peralta,DET,38.1,21.4%,63.0%,41.8%,57.9%,87.0%,79.5%,49.1%,24.0,2022.0,2022-01-01
763,Sam Moll,OAK,43.1,21.4%,61.4%,42.3%,57.3%,83.5%,77.2%,52.4%,25.5,2022.0,2022-01-01
764,Jhonathan Diaz,LAA,15.1,21.2%,69.2%,42.4%,50.0%,91.7%,80.0%,44.1%,22.5,2022.0,2022-01-01
765,Darwinzon Hernandez,BOS,6.2,21.2%,68.0%,46.2%,50.0%,74.2%,69.0%,53.3%,21.5,2022.0,2022-01-01
766,Jackson Tetreault,WSN,21.0,21.1%,67.2%,43.8%,61.5%,90.1%,83.1%,49.3%,23.6,2022.0,2022-01-01
767,Foster Griffin,- - -,6.1,21.1%,59.3%,39.6%,41.7%,87.5%,75.0%,48.6%,21.7,2022.0,2022-01-01
768,Jose Cisnero,DET,25.0,21.0%,65.7%,43.5%,48.9%,80.3%,72.7%,50.2%,25.9,2022.0,2022-01-01
769,Jared Koenig,OAK,39.1,21.0%,66.6%,44.6%,66.7%,91.1%,85.6%,51.8%,21.2,2022.0,2022-01-01
770,Connor Sadzeck,MIL,3.0,20.8%,66.7%,43.8%,80.0%,87.5%,85.7%,50.0%,25.0,2022.0,2022-01-01
771,Nate Fisher,NYM,3.0,20.8%,65.4%,44.0%,60.0%,88.2%,81.8%,52.0%,23.3,2022.0,2022-01-01
772,Cole Waites,SFG,5.2,20.8%,75.0%,50.0%,60.0%,90.5%,84.6%,53.8%,21.6,2022.0,2022-01-01
773,Hunter Gaddis,CLE,7.1,20.7%,76.4%,49.7%,76.5%,85.3%,83.5%,52.0%,20.1,2022.0,2022-01-01
774,Tanner Tully,CLE,6.0,20.7%,77.6%,49.1%,66.7%,84.4%,80.7%,50.0%,22.6,2022.0,2022-01-01
775,Xzavion Curry,CLE,9.1,20.7%,62.8%,40.6%,61.1%,83.7%,77.6%,47.3%,21.1,2022.0,2022-01-01
776,Chris Sale,BOS,5.2,20.5%,53.4%,39.2%,66.7%,93.5%,87.5%,56.9%,22.1,2022.0,2022-01-01
777,Luis Frias,ARI,17.0,20.4%,70.9%,45.2%,40.5%,88.7%,77.6%,49.2%,23.3,2022.0,2022-01-01
778,Parker Markel,OAK,3.0,20.4%,66.7%,29.5%,60.0%,87.5%,72.2%,19.7%,24.3,2022.0,2022-01-01
779,Austin Brice,PIT,6.2,20.4%,57.9%,40.6%,30.0%,97.0%,81.4%,53.8%,22.8,2022.0,2022-01-01
780,Tyson Miller,TEX,10.2,20.3%,70.0%,44.3%,66.7%,84.4%,80.2%,48.2%,22.5,2022.0,2022-01-01
781,Chris Mazza,TBR,5.1,20.3%,70.6%,45.3%,42.9%,87.5%,77.4%,49.6%,25.1,2022.0,2022-01-01
782,Ethan Roberts,CHC,7.2,20.3%,72.4%,49.2%,62.5%,88.7%,83.9%,55.4%,30.7,2022.0,2022-01-01
783,David Price,LAD,40.1,20.1%,67.8%,48.7%,64.6%,87.2%,83.4%,59.9%,25.1,2022.0,2022-01-01
784,Michael A. Taylor,KCR,2.0,20.0%,64.7%,40.5%,75.0%,90.9%,86.7%,45.9%,10.4,2022.0,2022-01-01
785,Jackie Bradley Jr.,BOS,1.0,20.0%,70.0%,36.7%,75.0%,85.7%,81.8%,33.3%,16.5,2022.0,2022-01-01
786,Yu Chang,TBR,2.0,20.0%,81.3%,57.7%,100.0%,100.0%,100.0%,61.5%,13.9,2022.0,2022-01-01
787,Jack Mayfield,LAA,1.0,20.0%,37.5%,30.8%,100.0%,100.0%,100.0%,61.5%,12.9,2022.0,2022-01-01
788,Jake Reed,- - -,16.2,20.0%,56.5%,41.0%,76.9%,81.0%,80.2%,57.7%,22.9,2022.0,2022-01-01
789,Jose Castillo,SDP,1.0,20.0%,81.8%,62.5%,100.0%,66.7%,70.0%,68.8%,22.5,2022.0,2022-01-01
790,Kolby Allard,TEX,21.0,20.0%,69.2%,46.2%,71.4%,76.4%,75.4%,53.2%,22.5,2022.0,2022-01-01
791,Nash Walters,LAA,0.1,20.0%,100.0%,50.0%,100.0%,100.0%,100.0%,37.5%,27.1,2022.0,2022-01-01
792,Cade Cavalli,WSN,4.1,20.0%,66.7%,45.5%,66.7%,75.0%,73.3%,54.5%,24.7,2022.0,2022-01-01
793,Justin Bruihl,LAD,23.2,19.7%,77.2%,51.6%,63.3%,82.2%,79.0%,55.4%,21.6,2022.0,2022-01-01
794,Jimmy Yacabonis,- - -,14.0,19.7%,48.7%,34.6%,50.0%,83.6%,74.3%,51.4%,25.4,2022.0,2022-01-01
795,Daniel Duarte,CIN,2.2,19.4%,68.3%,45.5%,71.4%,92.9%,88.6%,53.2%,24.9,2022.0,2022-01-01
796,David McKay,- - -,6.2,19.4%,66.2%,43.0%,76.9%,88.9%,86.2%,50.4%,22.9,2022.0,2022-01-01
797,Greg Weissert,NYY,11.1,19.4%,64.8%,40.9%,52.6%,91.2%,81.6%,47.3%,25.8,2022.0,2022-01-01
798,Caleb Kilian,CHC,11.1,19.4%,64.0%,40.4%,66.7%,91.5%,85.3%,47.2%,22.4,2022.0,2022-01-01
799,Tony Santillan,CIN,19.2,19.3%,64.5%,42.6%,44.7%,80.9%,73.0%,51.7%,27.3,2022.0,2022-01-01
800,Austin Warren,LAA,16.0,19.2%,73.0%,47.7%,50.0%,91.3%,83.5%,53.0%,23.4,2022.0,2022-01-01
801,Hansel Robles,BOS,24.2,19.2%,71.6%,45.0%,65.9%,82.6%,78.9%,49.3%,26.6,2022.0,2022-01-01
802,Sam Clay,- - -,5.1,19.1%,43.4%,32.0%,66.7%,82.6%,78.1%,53.0%,21.4,2022.0,2022-01-01
803,Francisco Morales,PHI,5.0,19.1%,43.8%,29.1%,66.7%,78.6%,73.9%,40.5%,23.4,2022.0,2022-01-01
804,Pierce Johnson,SDP,14.1,18.9%,61.4%,42.1%,66.7%,77.7%,75.4%,54.6%,25.4,2022.0,2022-01-01
805,Austin Wynns,SFG,2.0,18.8%,80.0%,42.3%,66.7%,100.0%,90.9%,38.5%,11.7,2022.0,2022-01-01
806,Steven Brault,CHC,9.0,18.8%,63.6%,40.8%,46.7%,83.7%,75.0%,49.0%,23.5,2022.0,2022-01-01
807,Nick Gordon,MIN,3.2,18.5%,71.0%,37.6%,100.0%,95.5%,96.9%,36.5%,12.7,2022.0,2022-01-01
808,Arodys Vizcaino,KCR,5.2,18.5%,66.0%,39.1%,41.7%,87.9%,75.6%,43.5%,24.5,2022.0,2022-01-01
809,Brandon Bielak,HOU,12.1,18.4%,62.6%,42.5%,42.1%,92.2%,82.3%,54.4%,20.8,2022.0,2022-01-01
